protein_id,Topt,Topt_std,Length,Tm,Tm_std,T90,dCpt,dCpt_std,topt_source,TmTag
Mycgr3G31520,296.0414076802057,10.0,398,308.52349999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G31648,297.5231576802057,10.0,256,311.48699999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G31712,296.7671576802057,10.0,258,309.97499999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G31826,296.4756576802057,10.0,357,309.392,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G32102,297.4251576802057,10.0,260,311.291,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G32139,296.7241576802057,10.0,417,309.88899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G32217,296.0503576802057,10.0,1101,308.54139999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G32378,296.79915768020567,10.0,248,310.039,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G32466,296.2008076802057,10.0,600,308.84229999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G32960,296.6896576802057,10.0,515,309.82,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G33139,296.8781576802057,10.0,558,310.197,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G33174,297.6316576802057,10.0,343,311.70399999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G33206,297.5096576802057,10.0,512,311.46,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G33257,296.7521576802057,10.0,403,309.945,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G33425,295.9676576802057,10.0,617,308.376,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G34547,295.9866076802057,10.0,569,308.41389999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G34756,297.1301576802057,10.0,304,310.70099999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G34965,297.1441576802057,10.0,415,310.729,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G34966,297.99865768020567,10.0,414,312.438,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G34973,296.3931576802057,10.0,506,309.227,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G34998,298.1051576802057,10.0,294,312.65099999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G35040,296.9906576802057,10.0,319,310.42199999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G35079,297.1536576802057,10.0,520,310.748,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G35120,296.6041576802057,10.0,244,309.649,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G35147,298.12365768020567,10.0,240,312.688,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G35508,296.2152076802057,10.0,328,308.87109999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G35581,308.4831242381176,10.0,340,333.4069331158238,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G35932,298.1631576802057,10.0,481,312.767,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G36249,297.5111576802057,10.0,359,311.46299999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G36264,297.5996576802057,10.0,534,311.64,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G36271,297.0926576802057,10.0,296,310.626,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G36370,296.2069076802057,10.0,236,308.8545,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G36524,296.0040076802057,10.0,490,308.4487,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G37396,297.57065768020567,10.0,416,311.582,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G37538,297.4126576802057,10.0,276,311.26599999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G37582,297.5016576802057,10.0,664,311.44399999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G37784,296.0036576802057,10.0,480,308.448,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G37790,298.0701576802057,10.0,486,312.58099999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G37885,296.0755576802057,10.0,1265,308.5918,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G38006,296.4921576802057,10.0,386,309.42499999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G38162,296.5146576802057,10.0,665,309.46999999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G38706,296.7476576802057,10.0,297,309.936,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G39109,296.5026576802057,10.0,493,309.44599999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G39149,296.7156576802057,10.0,430,309.87199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G39163,297.1291576802057,10.0,401,310.69899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G39191,297.1181576802057,10.0,486,310.67699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G39250,296.4701576802057,10.0,538,309.381,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G39937,297.6181576802057,10.0,511,311.67699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G40027,296.8596576802057,10.0,513,310.15999999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G40195,296.8001576802057,10.0,195,310.041,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G40465,296.7106576802057,10.0,576,309.86199999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G40773,296.0819576802057,10.0,204,308.6046,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41102,295.9905076802057,10.0,2062,308.4217,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41117,295.8888676802057,10.0,835,308.21842,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41120,296.5996576802057,10.0,503,309.64,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41229,297.1986576802057,10.0,168,310.83799999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41254,296.3232076802057,10.0,548,309.08709999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41284,296.4981576802057,10.0,356,309.43699999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41375,297.7181576802057,10.0,456,311.87699999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G41538,296.3846576802057,10.0,638,309.21,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G42292,296.8091576802057,10.0,586,310.05899999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G42477,296.1858076802057,10.0,562,308.8123,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G42503,297.4496576802057,10.0,609,311.34,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G42896,298.0166576802057,10.0,562,312.474,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G43124,297.3096576802057,10.0,394,311.05999999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G43300,296.2118576802057,10.0,709,308.8644,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G43420,299.32371305479853,10.0,141,315.08811074918566,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G43763,297.8586576802057,10.0,568,312.15799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G43769,296.4946576802057,10.0,545,309.42999999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G43945,297.3341576802057,10.0,579,311.109,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G44026,296.32925768020567,10.0,529,309.0992,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G44262,296.5811576802057,10.0,318,309.60299999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G44439,297.0796576802057,10.0,599,310.59999999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G44913,296.2330576802057,10.0,451,308.9068,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45066,296.0931076802057,10.0,661,308.6269,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45243,309.94366796298203,10.0,62,336.32802056555266,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45394,296.5051576802057,10.0,574,309.45099999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45397,295.9702076802057,10.0,888,308.38109999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45489,297.2666576802057,10.0,590,310.974,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45546,296.5581576802057,10.0,539,309.55699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45640,296.6616576802057,10.0,227,309.76399999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45693,296.2087076802057,10.0,528,308.8581,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45721,297.2286576802057,10.0,116,310.89799999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45907,296.5656576802057,10.0,364,309.572,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G45998,296.0877076802057,10.0,572,308.61609999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G46160,295.9599076802057,10.0,343,308.3605,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G46304,296.7891576802057,10.0,185,310.019,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G46378,297.7876576802057,10.0,382,312.01599999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G46388,303.9813606774809,10.0,224,324.4034059945504,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G46396,296.3646576802057,10.0,266,309.16999999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G46530,297.2111576802057,10.0,477,310.863,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G46922,296.71015768020567,10.0,226,309.861,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G47065,296.2700076802057,10.0,220,308.98069999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G47177,296.4751576802057,10.0,855,309.39099999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G47221,297.1111576802057,10.0,286,310.66299999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G47228,296.3966576802057,10.0,1018,309.234,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G47254,297.5811576802057,10.0,549,311.60299999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G47390,296.1890576802057,10.0,329,308.81879999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G48347,297.49615768020567,10.0,509,311.433,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G48576,297.7056576802057,10.0,538,311.852,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G48587,297.7446576802057,10.0,276,311.92999999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G48593,296.6126576802057,10.0,531,309.666,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G48810,296.0991576802057,10.0,817,308.63899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G49054,296.0643576802057,10.0,1093,308.5694,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G49696,296.5136576802057,10.0,513,309.46799999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G50100,296.3556576802057,10.0,598,309.152,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G50149,306.29484822360723,10.0,537,329.03038108680306,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G50735,296.8381576802057,10.0,697,310.11699999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G50786,296.2492076802057,10.0,193,308.9391,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G50788,298.0811576802057,10.0,567,312.60299999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G50997,298.2836576802057,10.0,280,313.008,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G51218,296.1541576802057,10.0,300,308.74899999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G51380,307.4326894893508,10.0,519,331.30606361829024,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G52041,297.10215768020566,10.0,541,310.645,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G52059,296.1345576802057,10.0,944,308.7098,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G52717,297.7686576802057,10.0,178,311.97799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G52885,297.0501576802057,10.0,481,310.541,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G53056,296.1757076802057,10.0,593,308.7921,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G53203,297.3911576802057,10.0,591,311.22299999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G53498,297.1736576802057,10.0,426,310.78799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G53658,296.1476076802057,10.0,643,308.73589999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G53676,296.6776576802057,10.0,895,309.796,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G53684,296.5571576802057,10.0,804,309.55499999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G53984,297.9941576802057,10.0,87,312.429,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G54172,296.3442576802057,10.0,690,309.12919999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G54449,296.0733076802057,10.0,385,308.58729999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G54489,302.4890352564629,10.0,174,321.4187551525144,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G54552,296.8546576802057,10.0,384,310.15,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G54663,296.7626576802057,10.0,554,309.966,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G54740,296.2988076802057,10.0,460,309.0383,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G54914,296.6561576802057,10.0,310,309.753,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G55345,297.5221576802057,10.0,208,311.48499999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G55438,297.8571576802057,10.0,545,312.155,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G55454,296.98415768020567,10.0,417,310.409,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G55505,295.9190576802057,10.0,1085,308.2788,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G55692,296.5111576802057,10.0,272,309.46299999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G55823,296.4086576802057,10.0,211,309.258,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G55968,297.1036576802057,10.0,248,310.64799999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56200,297.3146576802057,10.0,409,311.07,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56211,296.7816576802057,10.0,115,310.00399999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56633,296.8251576802057,10.0,407,310.091,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56657,297.5001576802057,10.0,321,311.441,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56708,296.78215768020567,10.0,755,310.005,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56782,296.4266576802057,10.0,452,309.294,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56833,296.3199076802057,10.0,321,309.0805,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G56933,297.3531576802057,10.0,440,311.147,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G57630,296.4851576802057,10.0,527,309.411,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G57639,297.1726576802057,10.0,702,310.786,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G58320,296.3751576802057,10.0,696,309.191,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G58483,296.1912576802057,10.0,325,308.8232,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G59391,297.9316576802057,10.0,218,312.304,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G59551,295.9608076802057,10.0,553,308.3623,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G59773,296.8706576802057,10.0,397,310.18199999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G60015,295.91305768020567,10.0,458,308.2668,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G60912,297.1581576802057,10.0,375,310.75699999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G61156,296.6761576802057,10.0,486,309.793,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G61450,297.6266576802057,10.0,314,311.69399999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G61522,296.5551576802057,10.0,748,309.551,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G61786,297.06365768020567,10.0,345,310.568,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G61816,296.0530576802057,10.0,1354,308.54679999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G62028,296.1500576802057,10.0,400,308.7408,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G62211,296.0325576802057,10.0,428,308.50579999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G62428,297.5736576802057,10.0,264,311.58799999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G62470,297.1991576802057,10.0,327,310.839,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G62649,296.8391576802057,10.0,331,310.11899999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G62752,297.40715768020567,10.0,544,311.255,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G63807,297.1986576802057,10.0,314,310.83799999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64294,297.0091576802057,10.0,468,310.45899999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64379,296.3631576802057,10.0,460,309.167,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64615,296.5111576802057,10.0,895,309.46299999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64667,298.6123896389686,10.0,126,313.66546391752576,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64704,298.0026576802057,10.0,387,312.44599999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64873,296.4936576802057,10.0,235,309.428,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64875,297.4586576802057,10.0,202,311.35799999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64888,295.9999576802057,10.0,1144,308.44059999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G64960,297.2491576802057,10.0,522,310.93899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65235,297.10665768020567,10.0,605,310.654,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65316,296.8906576802057,10.0,195,310.222,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65376,296.74615768020567,10.0,886,309.933,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65395,296.25770768020567,10.0,226,308.9561,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65403,295.9978576802057,10.0,1174,308.4364,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65482,296.2093076802057,10.0,512,308.85929999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65516,295.9057076802057,10.0,1603,308.2521,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65527,297.5351576802057,10.0,484,311.51099999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65536,297.6586576802057,10.0,329,311.758,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65568,297.2651576802057,10.0,481,310.971,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65576,296.1173576802057,10.0,559,308.67539999999997,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65665,296.3470076802057,10.0,1796,309.13469999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65750,301.0573989708967,10.0,425,318.555482581382,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65799,296.2604576802057,10.0,356,308.9616,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65806,297.3141576802057,10.0,528,311.06899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65810,296.7291576802057,10.0,333,309.899,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65833,296.0947576802057,10.0,303,308.6302,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65850,296.0446076802057,10.0,490,308.5299,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65854,304.7810711458941,10.0,341,326.0028269313768,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65859,296.0922576802057,10.0,1103,308.62519999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65916,297.4551576802057,10.0,483,311.351,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65952,296.1345076802057,10.0,768,308.7097,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G65997,297.2181576802057,10.0,314,310.87699999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66064,296.0134576802057,10.0,648,308.46759999999995,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66129,298.6216926709976,10.0,392,313.6840699815838,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66160,296.3791576802057,10.0,367,309.19899999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66166,297.62365768020567,10.0,530,311.688,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66175,296.2427076802057,10.0,1160,308.92609999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66265,297.6016576802057,10.0,700,311.644,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66273,296.4181576802057,10.0,1075,309.277,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66280,297.9061576802057,10.0,273,312.253,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66305,295.9729576802057,10.0,1076,308.3866,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66426,296.2266576802057,10.0,517,308.894,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66469,298.8226854151826,10.0,497,314.08605546995375,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66489,296.6351576802057,10.0,555,309.71099999999996,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66507,296.1625076802057,10.0,451,308.7657,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66582,297.9856576802057,10.0,557,312.412,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
Mycgr3G66684,297.1366576802057,10.0,203,310.714,5.0,,-4000.0,1000.0,temstapro_pseudoTm,TemStaPro
