"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","KEGG","PFAM","EC"
"Mycgr3G104845","GBP2","Pfam:RRM_6",2460.12117578495,0.177711989416075,0.0948101665651764,0.0427286596355307,0.188011168034703,FALSE,"ns","temp_21vs15_proth0","","RRM_1",""
"Mycgr3G102837","ATP1","Produces ATP from ADP in the presence of a proton gradient across the membrane",13954.8297213225,0.156943098467523,0.0820857255709099,0.0427897737350625,0.188168536987778,FALSE,"ns","temp_21vs15_proth0","map00190;map01100;map04714;map05010;map05012;map05016","ATP-synt_ab;ATP-synt_ab_C;ATP-synt_ab_N",""
"Mycgr3G102125","","Fungal Zn(2)-Cys(6) binuclear cluster domain",428.509189527914,0.260487468585343,0.165854078984197,0.042897676323137,0.188367058399586,FALSE,"ns","temp_21vs15_proth0","","Fungal_trans;Zn_clus",""
"Mycgr3G10502","APL5","Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane",37.874600570926,-0.26959510023122,0.237962065862445,0.0428705662910701,0.188367058399586,FALSE,"ns","temp_21vs15_proth0","map04142","Adaptin_N",""
"Mycgr3G89270","","Cupin domain",684.633321887795,-0.260131303309134,0.256005266690518,0.042911046174552,0.188367058399586,FALSE,"ns","temp_21vs15_proth0","","Cupin_2",""
"Mycgr3G107910","DEF1","CUE domain",829.276361936379,-0.208556768890862,0.116164506537927,0.0431426980760274,0.189258372137581,FALSE,"ns","temp_21vs15_proth0","","CUE",""
"Mycgr3G58493","SIN3","Histone deacetylase (HDAC) interacting",113.568947004534,-0.274998211568826,0.201102909127814,0.043190580951241,0.189258372137581,FALSE,"ns","temp_21vs15_proth0","map04139;map04919;map05016;map05202","PAH;Sin3_corepress;Sin3a_C",""
"Mycgr3G67477","","PKS_DH",141.268209006755,-0.273188085128327,0.192388701298073,0.043189947529135,0.189258372137581,FALSE,"ns","temp_21vs15_proth0","","Acyl_transf_1;KAsynt_C_assoc;KR;Ketoacyl-synt_C;Methyltransf_12;NAD_binding_4;PS-DH;ketoacyl-synt",""
"Mycgr3G68415","AGP2","Amino acid permease",224.002109148318,-0.275356514824292,0.208683147869404,0.0433226915356216,0.189725273904967,FALSE,"ns","temp_21vs15_proth0","","AA_permease",""
"Mycgr3G96889","","",53.3729310729835,-0.270038717025554,0.234584905138941,0.0434639186718639,0.190174884498877,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G99853","RPB2","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates",339.743211120148,-0.256496567207483,0.16139280579543,0.0434765969277374,0.190174884498877,FALSE,"ns","temp_21vs15_proth0","map00230;map00240;map01100;map03020;map05016;map05169","RNA_pol_Rpb2_1;RNA_pol_Rpb2_2;RNA_pol_Rpb2_3;RNA_pol_Rpb2_4;RNA_pol_Rpb2_5;RNA_pol_Rpb2_6;RNA_pol_Rpb2_7","2.7.7.6"
"Mycgr3G25899","CKB1","Plays a complex role in regulating the basal catalytic activity of the alpha subunit",132.668996809339,-0.244577983570448,0.147619500229341,0.0435266580927265,0.190281733228686,FALSE,"ns","temp_21vs15_proth0","map03008;map04064;map04137;map04139;map04310;map04520;map04712;map05162;map05168;map05169","CK_II_beta",""
"Mycgr3G39501","","Belongs to the cytochrome P450 family",436.587660910911,0.271656323694553,0.189109603230339,0.0435773120111226,0.190391045943828,FALSE,"ns","temp_21vs15_proth0","","p450",""
"Mycgr3G105839","","Glutathione-dependent formaldehyde-activating enzyme",726.817429581708,-0.246881710349322,0.150301657771768,0.0437065517584581,0.190765647607511,FALSE,"ns","temp_21vs15_proth0","","GFA",""
"Mycgr3G39250","PUS1","tRNA pseudouridine synthase",98.227710454886,-0.260249151583076,0.167056932229801,0.0437401498353744,0.190765647607511,FALSE,"ns","temp_21vs15_proth0","","PseudoU_synth_1","5.4.99.12;5.4.99.44"
"Mycgr3G71564","ARG2","N-acetylglutamate synthase involved in arginine biosynthesis",210.801831854518,-0.273407571405449,0.196215045973116,0.0437188224402052,0.190765647607511,FALSE,"ns","temp_21vs15_proth0","map00220;map01100;map01110;map01130;map01210;map01230","NAT","2.3.1.1"
"Mycgr3G48403","PMS1","MutL C terminal dimerisation domain",70.7378293784115,-0.273359672707082,0.221668900031296,0.0438171747032888,0.190989364546396,FALSE,"ns","temp_21vs15_proth0","map03430;map03460","DNA_mis_repair;HATPase_c_3;MutL_C",""
"Mycgr3G107186","MOT1","Domain of unknown function (DUF3535)",171.975288706882,-0.271369542266379,0.189676993760534,0.0439277429024335,0.191358941059134,FALSE,"ns","temp_21vs15_proth0","","DUF3535;HEAT;Helicase_C;SNF2_N",""
"Mycgr3G102202","","Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase). V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells",1712.32238732058,0.17756393291003,0.0954878243506629,0.044155791539368,0.191871172022511,FALSE,"ns","temp_21vs15_proth0","map00190;map00561;map01100;map04145;map04150;map04721;map04966;map05110;map05120;map05323","V-ATPase_G","3.1.1.3"
"Mycgr3G107198","","Belongs to the cyclin family",711.369199999577,-0.242815760964473,0.146565143173914,0.0441698345028332,0.191871172022511,FALSE,"ns","temp_21vs15_proth0","","Cyclin_C;Cyclin_N",""
"Mycgr3G67803","","Possible lysine decarboxylase",189.465411463145,0.273701110913538,0.215704245890176,0.0442262663788921,0.191871172022511,FALSE,"ns","temp_21vs15_proth0","","Lysine_decarbox",""
"Mycgr3G73671","UME6","Fungal specific transcription factor domain",89.5793730849791,-0.272359416043665,0.224391123099553,0.0440791629641359,0.191871172022511,FALSE,"ns","temp_21vs15_proth0","map04113;map04138;map04139","Fungal_trans_2;Zn_clus",""
"Mycgr3G91164",NA,NA,337.305182578475,0.269148756566581,0.184373656173971,0.044144359193667,0.191871172022511,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G94011",NA,NA,55.8450207902012,0.272624993019733,0.195798643746391,0.044225179588752,0.191871172022511,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G94883","","",53.7385969133832,-0.271939845023462,0.225311651814902,0.044204573175753,0.191871172022511,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G108265","","Uncharacterized protein conserved in bacteria (DUF2263)",173.850338419563,0.27286372318364,0.197566391490581,0.0443157792388134,0.192035043368191,FALSE,"ns","temp_21vs15_proth0","","DUF2263",""
"Mycgr3G66006","","Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)",2088.99896104488,0.228514697379755,0.133144114896445,0.0442941693936154,0.192035043368191,FALSE,"ns","temp_21vs15_proth0","","COPIIcoated_ERV;ERGIC_N",""
"Mycgr3G72400","TVP23","Golgi membrane protein involved in vesicular trafficking",572.522387000406,0.21802739489245,0.124417369588164,0.0443616876555441,0.19212182465992,FALSE,"ns","temp_21vs15_proth0","","DUF846",""
"Mycgr3G109052","","Amino acid permease",420.48863070084,0.272063980589282,0.19449285004675,0.0444175467783863,0.192251574190065,FALSE,"ns","temp_21vs15_proth0","","AA_permease_2",""
"Mycgr3G52616","PRP24","Occluded RNA-recognition motif",78.344191206313,-0.273550929293019,0.206360159601029,0.0445590585811603,0.192687123786991,FALSE,"ns","temp_21vs15_proth0","","Lsm_interact;RRM_1;RRM_occluded",""
"Mycgr3G68232","","GAT domain",364.01209616584,-0.25719867329136,0.164162815796146,0.0445700918149351,0.192687123786991,FALSE,"ns","temp_21vs15_proth0","","GAT",""
"Mycgr3G92212","DBP9","helicase superfamily c-terminal domain",90.3485246291767,-0.273375518171472,0.213488832965766,0.0445986535353969,0.192698373220751,FALSE,"ns","temp_21vs15_proth0","","DEAD;Helicase_C","3.6.4.13"
"Mycgr3G47776","","GPR1/FUN34/yaaH family",66.0913885080751,-0.17202947574685,0.377596445707386,0.044968902084904,0.194072186148978,FALSE,"ns","temp_21vs15_proth0","","Grp1_Fun34_YaaH",""
"Mycgr3G72679","","Enoyl-(Acyl carrier protein) reductase",338.461792116273,0.222044472659819,0.128205892194885,0.0449534539874026,0.194072186148978,FALSE,"ns","temp_21vs15_proth0","","adh_short_C2",""
"Mycgr3G110301","","",269.47194684845,-0.259789396356461,0.168884601348473,0.0450790881432402,0.194434672450477,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G100193","","Belongs to the class-I aminoacyl-tRNA synthetase family",282.073365963426,-0.262084233805012,0.172806747878264,0.0451734489699947,0.194728520153467,FALSE,"ns","temp_21vs15_proth0","map00970","Anticodon_1;tRNA-synt_1","6.1.1.9"
"Mycgr3G73076","","Phenazine biosynthesis-like protein",134.345379628966,0.263566632685346,0.175749919320241,0.0453103109373684,0.195205129476544,FALSE,"ns","temp_21vs15_proth0","","PhzC-PhzF",""
"Mycgr3G66104","","Tetratricopeptide repeat",191.695115485916,-0.25978685364342,0.16942661188046,0.0453628147434086,0.195317966264688,FALSE,"ns","temp_21vs15_proth0","","DnaJ;TPR_1;TPR_11;TPR_16;TPR_19;TPR_2;TPR_6;TPR_8",""
"Mycgr3G107606","","axonemal central apparatus assembly",298.767622503555,-0.246175180631094,0.270855099849935,0.0454611234173524,0.195514437501163,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G29054","","Belongs to the small heat shock protein (HSP20) family",257.254672711834,-0.203245399457367,0.334458134683976,0.0454555852240387,0.195514437501163,FALSE,"ns","temp_21vs15_proth0","map04141","HSP20",""
"Mycgr3G60824","CYT1","Cytochrome C1 family",3043.20380555275,0.268240812305031,0.186815769983258,0.0455596038832807,0.195711191912959,FALSE,"ns","temp_21vs15_proth0","map00190;map01100;map02020;map04260;map04714;map04932;map05010;map05012;map05016","Cytochrom_C1",""
"Mycgr3G98150","TPN1","Belongs to the purine-cytosine permease (2.A.39) family",563.583266868507,-0.263553965023056,0.176305692391125,0.0455570218099717,0.195711191912959,FALSE,"ns","temp_21vs15_proth0","","Transp_cyt_pur",""
"Mycgr3G56465","","",146.073867779959,-0.272111038916344,0.20686101486306,0.045617772753745,0.195847731145777,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G106901","","Sds3-like",96.7220058458852,-0.272021335267098,0.208873400229371,0.0457026631589125,0.195892103314872,FALSE,"ns","temp_21vs15_proth0","","Sds3",""
"Mycgr3G107403","","",206.578940879927,-0.271325521808081,0.217761644449232,0.0457092697418549,0.195892103314872,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G111695","agdC","Belongs to the glycosyl hydrolase 31 family",33.1160223206749,-0.254052486953356,0.258203872306224,0.0457336676606053,0.195892103314872,FALSE,"ns","temp_21vs15_proth0","map00052;map00500;map01100","CBM_20;Gal_mutarotas_2;Glyco_hydro_31;NtCtMGAM_N","3.2.1.20"
"Mycgr3G75982","","NAD dependent epimerase dehydratase family protein",95.7911324136179,-0.270670645140005,0.221599373382423,0.0456824469297868,0.195892103314872,FALSE,"ns","temp_21vs15_proth0","","Epimerase",""
"Mycgr3G111659","","PH domain-containing protein",144.876722730333,-0.260011773057691,0.17064195736676,0.0457989443994105,0.196058572247303,FALSE,"ns","temp_21vs15_proth0","","MMM1;PH_11",""
"Mycgr3G59030","RRN3","RNA polymerase I specific transcription initiation factor RRN3",197.245360144384,-0.25773208075233,0.16721886840113,0.0458689783039817,0.19624520227692,FALSE,"ns","temp_21vs15_proth0","","RRN3",""
"Mycgr3G77698","SCO1","SCO1/SenC",622.515377275208,0.226173029624293,0.132782850764272,0.0461170925630394,0.19719307493977,FALSE,"ns","temp_21vs15_proth0","","SCO1-SenC",""
"Mycgr3G104297","","Ribosomal protein S21",706.098942963508,0.218070226967798,0.125938889627865,0.0461682023260497,0.197297965380695,FALSE,"ns","temp_21vs15_proth0","","Ribosomal_S21",""
"Mycgr3G74700","","Ferrous iron transport protein B",271.479476359178,-0.258577730758266,0.169323021668186,0.0463008775140305,0.197751101143066,FALSE,"ns","temp_21vs15_proth0","map03008","MMR_HSR1",""
"Mycgr3G71113","","Zinc-binding dehydrogenase",356.190844334225,0.232928694000368,0.139174138800072,0.04634378738225,0.197820548440737,FALSE,"ns","temp_21vs15_proth0","","ADH_N;ADH_zinc_N","1.6.5.5"
"Mycgr3G103157","","",1391.41594273225,-0.220037737991445,0.306293445085258,0.0464115753590305,0.197953848220187,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G107967","","",355.36578209749,0.250625620726055,0.158395784426044,0.0464283510374977,0.197953848220187,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G29100","","",126.479226544521,-0.246019864314704,0.268256171392952,0.0465886862693235,0.198409534238203,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G43911","","",298.351155729949,0.269757432001814,0.19703742387544,0.0465699461774358,0.198409534238203,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G105101","","Glutathione S-transferase, C-terminal domain",368.284509855397,-0.268933081927686,0.194484799660301,0.0467895976651184,0.198887603672629,FALSE,"ns","temp_21vs15_proth0","map00480;map00980;map00982;map00983;map01524;map05200;map05204;map05225;map05418","GST_C;GST_C_2;GST_C_3;GST_N;GST_N_2","2.5.1.18"
"Mycgr3G107966","MIF2","Mif2/CENP-C like",56.3629900855828,-0.264578063161783,0.235719110034644,0.0467824159921003,0.198887603672629,FALSE,"ns","temp_21vs15_proth0","","CENP-C_C;Mif2_N",""
"Mycgr3G63549","","Putative peptidase family",643.519820476606,0.24283181878211,0.149690802589886,0.0467494311543758,0.198887603672629,FALSE,"ns","temp_21vs15_proth0","","Jacalin;Metallopep",""
"Mycgr3G98409","CDH1","Anaphase-promoting complex subunit 4 WD40 domain",82.7037426019894,-0.267213501307357,0.188463043481396,0.0468081158044029,0.198887603672629,FALSE,"ns","temp_21vs15_proth0","map04110;map04111;map04120;map04914","ANAPC4_WD40;WD40",""
"Mycgr3G101715","","Belongs to the complex I 20 kDa subunit family",2096.10380295213,0.270150631685945,0.213884644007669,0.0468990933491244,0.199160165864159,FALSE,"ns","temp_21vs15_proth0","map00190;map01100;map04714;map04723;map04932;map05010;map05012;map05016","Oxidored_q6","1.6.5.3;1.6.99.3"
"Mycgr3G108717","NIP1","component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation",959.30989772814,-0.24073730899536,0.147678290032043,0.0469582850013179,0.199259339396642,FALSE,"ns","temp_21vs15_proth0","map03013","PCI;eIF-3c_N",""
"Mycgr3G90112","","Protein of unknown function (DUF1275)",74.7260352275529,-0.262628753106607,0.239452414771831,0.0469761341700286,0.199259339396642,FALSE,"ns","temp_21vs15_proth0","","DUF1275",""
"Mycgr3G97372","","",1482.50275259673,0.267219806233055,0.189273612966747,0.047010331483438,0.199290514335557,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G66507","UTR1","ATP-NAD kinase",722.906442614811,0.219330168162135,0.127761676008753,0.0471044696263549,0.199524381526033,FALSE,"ns","temp_21vs15_proth0","map00760;map01100","NAD_kinase","2.7.1.23"
"Mycgr3G86219","cdc16","Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.",154.934806454203,0.25122619124426,0.160192968409175,0.047119256475163,0.199524381526033,FALSE,"ns","temp_21vs15_proth0","map04111","RabGAP-TBC",""
"Mycgr3G108406","","",64.270275763741,-0.26915134808116,0.217316627042102,0.0473300111053164,0.200074414826175,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G67865","","zinc finger",811.936616475759,-0.210647939971806,0.120861347377365,0.0473043918976354,0.200074414826175,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G96231","","Alpha/beta hydrolase family",80.8070221366471,-0.167136270428958,0.375997206279215,0.0472967166356027,0.200074414826175,FALSE,"ns","temp_21vs15_proth0","","Abhydrolase_6",""
"Mycgr3G65640","DUS3","Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs. Specifically modifies U47 in cytoplasmic tRNAs",159.10963639571,-0.263207293178949,0.180687399355011,0.0475759405909885,0.200926447626137,FALSE,"ns","temp_21vs15_proth0","","Dus","1.3.1.89"
"Mycgr3G69677","","Uba domain-containing protein ucp14",276.214885290473,0.266669831067823,0.189872465121815,0.0475943453061534,0.200926447626137,FALSE,"ns","temp_21vs15_proth0","","CUE;DUF1751;Rhomboid",""
"Mycgr3G82939",NA,NA,11864.4688969634,-0.219717798597312,0.128537464584521,0.0476398420883742,0.200926447626137,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G84010","RIX7","AAA domain (dynein-related subfamily)",548.232569751231,-0.236988076711436,0.144517449661993,0.0476210914248412,0.200926447626137,FALSE,"ns","temp_21vs15_proth0","map03008","AAA;Vps4_C",""
"Mycgr3G91439","","Utp14 protein",57.1798574972147,-0.267856183084304,0.221685726279131,0.0476856842288821,0.201005584344686,FALSE,"ns","temp_21vs15_proth0","map03008","Utp14",""
"Mycgr3G62256","","Secretory pathway protein",181.630495306779,0.260572221389936,0.175869959270729,0.0478009741603624,0.201377202719847,FALSE,"ns","temp_21vs15_proth0","","EF-hand_5;EF-hand_6;EF-hand_7",""
"Mycgr3G104939","","",44.9309482928204,-0.264182562292334,0.23240373634558,0.0479877581488827,0.201638189102584,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G49497","","KR domain",108.74233655879,-0.197329043380082,0.335561167247953,0.0479005641218778,0.201638189102584,FALSE,"ns","temp_21vs15_proth0","","adh_short",""
"Mycgr3G50123","","Belongs to the peptidase C19 family",67.8398870760828,-0.268869056273695,0.211218826047229,0.0479987444623826,0.201638189102584,FALSE,"ns","temp_21vs15_proth0","","UCH;zf-UBP","3.4.19.12"
"Mycgr3G70871","MCR1","Belongs to the flavoprotein pyridine nucleotide cytochrome reductase family",1219.8066260833,0.24213446737911,0.150436198811912,0.0479931047059248,0.201638189102584,FALSE,"ns","temp_21vs15_proth0","map00520","FAD_binding_6;NAD_binding_1","1.6.2.2"
"Mycgr3G74913","mrpl7","ribosomal L5P family C-terminus",947.55537256104,0.210497627128367,0.121207726331865,0.0479257966862624,0.201638189102584,FALSE,"ns","temp_21vs15_proth0","map03010","Ribosomal_L5;Ribosomal_L5_C",""
"Mycgr3G100168","","Repeated motif present between transmembrane helices in cystinosin, yeast ERS1p, mannose-P-dolichol utilization defect 1, and other hypothetical proteins.",320.466670820822,0.251541351607502,0.162272348060394,0.0481996302508607,0.202367565244422,FALSE,"ns","temp_21vs15_proth0","","PQ-loop",""
"Mycgr3G73714","utp13","Utp13 specific WD40 associated domain",115.050084743348,-0.268114756427619,0.200347843770838,0.0482541096107818,0.202481772549934,FALSE,"ns","temp_21vs15_proth0","map03008","Utp13;WD40",""
"Mycgr3G109679","","IgE-binding protein",28012.0312463226,0.259582056479048,0.241458625222276,0.0483941332830735,0.202792620563665,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G37523","","Nadh ubiquinone oxidoreductase",616.501751964274,0.241659869222522,0.150422092404226,0.0484175044642842,0.202792620563665,FALSE,"ns","temp_21vs15_proth0","","NDUF_B4",""
"Mycgr3G64195","chk1","Protein tyrosine kinase",210.341529434568,-0.239718592017286,0.148342859880525,0.048464786323581,0.202792620563665,FALSE,"ns","temp_21vs15_proth0","map04110;map04111;map04113;map04115;map04218;map05166;map05203","Pkinase","2.7.11.1"
"Mycgr3G75791","","FAD binding domain",72.9396317058059,-0.207865301669232,0.318402060149042,0.0484584985645159,0.202792620563665,FALSE,"ns","temp_21vs15_proth0","map00621;map00624;map00626;map01100;map01120;map01220","FAD_binding_3","1.14.13.1"
"Mycgr3G93574","","Peptidase family M3",35.1324442531618,-0.259633095564429,0.241407132507011,0.0483766966241266,0.202792620563665,FALSE,"ns","temp_21vs15_proth0","","Peptidase_M3",""
"Mycgr3G107209","","Protein of unknown function (DUF3074)",84.4686616467246,-0.261251501137272,0.178885933701924,0.0484994036407065,0.20282313984505,FALSE,"ns","temp_21vs15_proth0","","DUF3074",""
"Mycgr3G47390","","Belongs to the inositol phosphokinase (IPK) family",138.965855947432,0.249550970554362,0.160173662970474,0.0485783600416451,0.203038945151538,FALSE,"ns","temp_21vs15_proth0","map00562;map01100;map03015;map04070;map04138","IPK","2.7.1.140;2.7.1.151;2.7.1.78"
"Mycgr3G109995","","Beta-Casp domain",150.015240079915,-0.261457091176813,0.17974594063809,0.0486660923510958,0.203062621428996,FALSE,"ns","temp_21vs15_proth0","map03015","Beta-Casp;CPSF100_C;Lactamase_B_6;RMMBL",""
"Mycgr3G47688","","Major Facilitator Superfamily",64.7643274358415,0.267188039246593,0.2184442218317,0.0486534365422388,0.203062621428996,FALSE,"ns","temp_21vs15_proth0","","MFS_1",""
"Mycgr3G76890","RNA14","Suppressor of forked protein (Suf)",145.748562323794,-0.260349926382224,0.177393629549259,0.0486429759965686,0.203062621428996,FALSE,"ns","temp_21vs15_proth0","map03015","Suf",""
"Mycgr3G97988",NA,NA,81.0078544893256,0.255017508285429,0.248834767838751,0.0487795880019691,0.20342184367338,FALSE,"ns","temp_21vs15_proth0",NA,NA,NA
"Mycgr3G111108","ETF1","Electron transfer flavoprotein domain",1274.10103508096,0.169096207789393,0.0924300446938612,0.0488663772603694,0.203632826442236,FALSE,"ns","temp_21vs15_proth0","","ETF;ETF_alpha",""
"Mycgr3G35302","NIK1","HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain",245.936910430786,-0.252134853295686,0.164209222212095,0.0488948359501397,0.203632826442236,FALSE,"ns","temp_21vs15_proth0","map02020","HAMP;HATPase_c;HisKA;Response_reg","2.7.13.3"
"Mycgr3G95089","","",115.013261682866,0.258815088412407,0.175047565397903,0.0489124787210706,0.203632826442236,FALSE,"ns","temp_21vs15_proth0","","F-box",""
"Mycgr3G74100","","RhoGAP domain",67.8465004660239,-0.260823051746477,0.237175443976784,0.0489562225370931,0.203700695007198,FALSE,"ns","temp_21vs15_proth0","","RhoGAP",""
"Mycgr3G86861","","Zinc finger, C3HC4 type (RING finger)",56.205225206343,-0.265275219070127,0.224859397185764,0.0490035846155186,0.203783534230249,FALSE,"ns","temp_21vs15_proth0","","Helicase_C;SNF2_N;zf-C3HC4;zf-C3HC4_2;zf-C3HC4_3;zf-RING_2","2.3.2.27"
"Mycgr3G111035","","TPR repeat",147.284666807609,-0.265147083974249,0.190887460810149,0.0490628034233816,0.203915559805018,FALSE,"ns","temp_21vs15_proth0","","TPR_16;TPR_2;TPR_8",""
"Mycgr3G71181","","DNA helicase ino80",46.060478176233,-0.263173455892214,0.230831100092355,0.0491361365907065,0.204106067102862,FALSE,"ns","temp_21vs15_proth0","","DBINO;FHA;Helicase_C;SNF2_N;Transcrip_reg;zf-CXXC","3.6.4.12"
"Mycgr3G102345","","Cell wall proline rich protein",1475.25597714537,-0.253268236348118,0.166584183407591,0.0493208122870465,0.20475860716261,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G111290","PBP2","Pfam:KH_3",195.947162216084,-0.256932672002709,0.172633693744699,0.0493807190413142,0.204892720762256,FALSE,"ns","temp_21vs15_proth0","","KH_1",""
"Mycgr3G100072","RFC2","Replication factor C C-terminal domain",117.952119012297,-0.266353775299636,0.198480913089369,0.0494403222698065,0.205025425814958,FALSE,"ns","temp_21vs15_proth0","map03030;map03420;map03430","AAA;Rep_fac_C",""
"Mycgr3G63707","IFM1","Translation-initiation factor 2",102.808282160353,-0.249067246165391,0.160852478712513,0.0494689379249543,0.205029551209903,FALSE,"ns","temp_21vs15_proth0","","GTP_EFTU;IF-2;IF2_N",""
"Mycgr3G87434","","Belongs to the short-chain dehydrogenases reductases (SDR) family",570.350425442735,-0.22542972956346,0.135215504401163,0.0495092908987147,0.205082291485022,FALSE,"ns","temp_21vs15_proth0","map00240;map00260;map01100","adh_short","1.1.1.381"
"Mycgr3G43397","","",219.636607541794,0.24676235289273,0.157965763271843,0.0495550904223172,0.205157521586648,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G84730","ASE1","Microtubule associated protein (MAP65/ASE1 family)",44.7742028932875,-0.260835215764,0.235091568493874,0.0496046043069477,0.205248036661356,FALSE,"ns","temp_21vs15_proth0","","MAP65_ASE1",""
"Mycgr3G105489","","CorA-like Mg2+ transporter protein",890.654920507052,-0.191943303324136,0.108443489617569,0.0497473119072681,0.205400967407721,FALSE,"ns","temp_21vs15_proth0","","CorA",""
"Mycgr3G39112","","Regulator of chromosome condensation (RCC1) repeat",69.9113799703798,-0.266611311689835,0.210830261257468,0.0497522483361285,0.205400967407721,FALSE,"ns","temp_21vs15_proth0","","RCC1;RCC1_2",""
"Mycgr3G50133","","Belongs to the glycosyl hydrolase 32 family",511.121566568622,0.263919608401864,0.18945972374949,0.049726592547119,0.205400967407721,FALSE,"ns","temp_21vs15_proth0","map00052;map00500;map01100","Glyco_hydro_32C;Glyco_hydro_32N","3.2.1.26"
"Mycgr3G98156","","Belongs to the thiolase family",112.854035544707,-0.262395664245515,0.184962132680771,0.0497179683655913,0.205400967407721,FALSE,"ns","temp_21vs15_proth0","map00120;map01100;map03320;map04146","Thiolase_C;Thiolase_N","2.3.1.176"
"Mycgr3G67658","","",147.056909859771,-0.266585901143126,0.205523603421656,0.0498015808853309,0.20549034736621,FALSE,"ns","temp_21vs15_proth0","","",""
"Mycgr3G19391","uvi31","Belongs to the BolA IbaG family",200.901740991658,0.258508908344891,0.176828130475992,0.0499691861966154,0.205756922844874,FALSE,"ns","temp_21vs15_proth0","","BolA",""
"Mycgr3G22156","MSY1","Tyrosyl-tRNA synthetase C-terminal domain",572.702599761538,0.237186633377559,0.147364153206834,0.0500016306562569,0.205756922844874,FALSE,"ns","temp_21vs15_proth0","map00970","TyrRSs_C;tRNA-synt_1b","6.1.1.1"
"Mycgr3G27566","RSM10","Ribosomal protein S10p/S20e",237.452325001236,0.230421485874045,0.140425266089454,0.0500047809257917,0.205756922844874,FALSE,"ns","temp_21vs15_proth0","map00970;map03010","Ribosomal_S10","6.1.1.2"
"Mycgr3G67791","","Voltage-dependent anion channel",469.894530397339,0.216828474609749,0.127999985240811,0.0499721986142174,0.205756922844874,FALSE,"ns","temp_21vs15_proth0","","SLAC1",""
"Mycgr3G92100","","Adenylosuccinate lyase C-terminus",91.8254002863848,0.258534865349056,0.176842806247197,0.0499531905617312,0.205756922844874,FALSE,"ns","temp_21vs15_proth0","map00362;map00660;map01100;map01120;map01220","ADSL_C;Lyase_1","5.5.1.2"
"Mycgr3G75087","","C-terminal to LisH motif.",148.298498835632,-0.257019429328664,0.174202219919686,0.0500653476963753,0.205892008836673,FALSE,"ns","temp_21vs15_proth0","","WD40",""
"Mycgr3G105616","YAR1","Ankyrin repeat",432.83660476175,-0.238434594651735,0.148917079600253,0.0501723274833696,0.206217711466806,FALSE,"ns","temp_21vs15_proth0","","Ank_2;Ank_3;Ank_4;Ank_5",""
"Mycgr3G17404","THI80","Thiamin pyrophosphokinase, vitamin B1 binding domain",314.851223135507,0.235402237311081,0.145766007570479,0.0502755307235655,0.206454145525888,FALSE,"ns","temp_21vs15_proth0","map00730;map01100","TPK_B1_binding;TPK_catalytic","2.7.6.2"
"Mycgr3G85776","","Exocyst complex component SEC3 N-terminal PIP2 binding PH",82.7471605141196,-0.265456514327928,0.215844309973189,0.0502854769110608,0.206454145525888,FALSE,"ns","temp_21vs15_proth0","","Sec3-PIP2_bind;Sec3_C",""
