transcript_id,gene_id
Mycgr3T111774,Mycgr3G111774
Mycgr3T111776,Mycgr3G111776
Mycgr3T111778,Mycgr3G111778
Mycgr3T111781,Mycgr3G111781
Mycgr3T111784,Mycgr3G111784
Mycgr3T111788,Mycgr3G111788
Mycgr3T111789,Mycgr3G111789
Mycgr3T111792,Mycgr3G111792
Mycgr3T111794,Mycgr3G111794
Mycgr3T111795,Mycgr3G111795
Mycgr3T111796,Mycgr3G111796
Mycgr3T111797,Mycgr3G111797
Mycgr3T111799,Mycgr3G111799
Mycgr3T111800,Mycgr3G111800
Mycgr3T111803,Mycgr3G111803
Mycgr3T111806,Mycgr3G111806
Mycgr3T111811,Mycgr3G111811
Mycgr3T111813,Mycgr3G111813
Mycgr3T111815,Mycgr3G111815
Mycgr3T11191,Mycgr3G11191
Mycgr3T11203,Mycgr3G11203
Mycgr3T11243,Mycgr3G11243
Mycgr3T11322,Mycgr3G11322
Mycgr3T11389,Mycgr3G11389
Mycgr3T11429,Mycgr3G11429
Mycgr3T11445,Mycgr3G11445
Mycgr3T11455,Mycgr3G11455
Mycgr3T11465,Mycgr3G11465
Mycgr3T11468,Mycgr3G11468
Mycgr3T11476,Mycgr3G11476
Mycgr3T11578,Mycgr3G11578
Mycgr3T11643,Mycgr3G11643
Mycgr3T11650,Mycgr3G11650
Mycgr3T11769,Mycgr3G11769
Mycgr3T11773,Mycgr3G11773
Mycgr3T11785,Mycgr3G11785
Mycgr3T11841,Mycgr3G11841
Mycgr3T12048,Mycgr3G12048
Mycgr3T12051,Mycgr3G12051
Mycgr3T12076,Mycgr3G12076
Mycgr3T12135,Mycgr3G12135
Mycgr3T12167,Mycgr3G12167
Mycgr3T12169,Mycgr3G12169
Mycgr3T12260,Mycgr3G12260
Mycgr3T12289,Mycgr3G12289
Mycgr3T12335,Mycgr3G12335
Mycgr3T12394,Mycgr3G12394
Mycgr3T12418,Mycgr3G12418
Mycgr3T12465,Mycgr3G12465
Mycgr3T12471,Mycgr3G12471
Mycgr3T12498,Mycgr3G12498
Mycgr3T12516,Mycgr3G12516
Mycgr3T12526,Mycgr3G12526
Mycgr3T12562,Mycgr3G12562
Mycgr3T12608,Mycgr3G12608
Mycgr3T12724,Mycgr3G12724
Mycgr3T12793,Mycgr3G12793
Mycgr3T12838,Mycgr3G12838
Mycgr3T12841,Mycgr3G12841
Mycgr3T12884,Mycgr3G12884
Mycgr3T12946,Mycgr3G12946
Mycgr3T12986,Mycgr3G12986
Mycgr3T13179,Mycgr3G13179
Mycgr3T13283,Mycgr3G13283
Mycgr3T13471,Mycgr3G13471
Mycgr3T13483,Mycgr3G13483
Mycgr3T13559,Mycgr3G13559
Mycgr3T13610,Mycgr3G13610
Mycgr3T13612,Mycgr3G13612
Mycgr3T13616,Mycgr3G13616
Mycgr3T13691,Mycgr3G13691
Mycgr3T13719,Mycgr3G13719
Mycgr3T13808,Mycgr3G13808
Mycgr3T13866,Mycgr3G13866
Mycgr3T13934,Mycgr3G13934
Mycgr3T14031,Mycgr3G14031
Mycgr3T14038,Mycgr3G14038
Mycgr3T14092,Mycgr3G14092
Mycgr3T14095,Mycgr3G14095
Mycgr3T14239,Mycgr3G14239
Mycgr3T14264,Mycgr3G14264
Mycgr3T14307,Mycgr3G14307
Mycgr3T14413,Mycgr3G14413
Mycgr3T14483,Mycgr3G14483
Mycgr3T14486,Mycgr3G14486
Mycgr3T14505,Mycgr3G14505
Mycgr3T14514,Mycgr3G14514
Mycgr3T14552,Mycgr3G14552
Mycgr3T14560,Mycgr3G14560
Mycgr3T14586,Mycgr3G14586
Mycgr3T14611,Mycgr3G14611
Mycgr3T14647,Mycgr3G14647
Mycgr3T14664,Mycgr3G14664
Mycgr3T14673,Mycgr3G14673
Mycgr3T14682,Mycgr3G14682
Mycgr3T14739,Mycgr3G14739
Mycgr3T14753,Mycgr3G14753
Mycgr3T14773,Mycgr3G14773
Mycgr3T14795,Mycgr3G14795
Mycgr3T14832,Mycgr3G14832
Mycgr3T14838,Mycgr3G14838
Mycgr3T14857,Mycgr3G14857
Mycgr3T14858,Mycgr3G14858
Mycgr3T14888,Mycgr3G14888
Mycgr3T14920,Mycgr3G14920
Mycgr3T15056,Mycgr3G15056
Mycgr3T15092,Mycgr3G15092
Mycgr3T15111,Mycgr3G15111
Mycgr3T15118,Mycgr3G15118
Mycgr3T15121,Mycgr3G15121
Mycgr3T15195,Mycgr3G15195
Mycgr3T15247,Mycgr3G15247
Mycgr3T15254,Mycgr3G15254
Mycgr3T15276,Mycgr3G15276
Mycgr3T15311,Mycgr3G15311
Mycgr3T15337,Mycgr3G15337
Mycgr3T15375,Mycgr3G15375
Mycgr3T15445,Mycgr3G15445
Mycgr3T15476,Mycgr3G15476
Mycgr3T15483,Mycgr3G15483
Mycgr3T15548,Mycgr3G15548
Mycgr3T15552,Mycgr3G15552
Mycgr3T15557,Mycgr3G15557
Mycgr3T15571,Mycgr3G15571
Mycgr3T15599,Mycgr3G15599
Mycgr3T15610,Mycgr3G15610
Mycgr3T15613,Mycgr3G15613
Mycgr3T15641,Mycgr3G15641
Mycgr3T15658,Mycgr3G15658
Mycgr3T15670,Mycgr3G15670
Mycgr3T15671,Mycgr3G15671
Mycgr3T15680,Mycgr3G15680
Mycgr3T15728,Mycgr3G15728
Mycgr3T15744,Mycgr3G15744
Mycgr3T15769,Mycgr3G15769
Mycgr3T15828,Mycgr3G15828
Mycgr3T15838,Mycgr3G15838
Mycgr3T15870,Mycgr3G15870
Mycgr3T15872,Mycgr3G15872
Mycgr3T15902,Mycgr3G15902
Mycgr3T15904,Mycgr3G15904
Mycgr3T15930,Mycgr3G15930
Mycgr3T16031,Mycgr3G16031
Mycgr3T16078,Mycgr3G16078
Mycgr3T16140,Mycgr3G16140
Mycgr3T16155,Mycgr3G16155
Mycgr3T16232,Mycgr3G16232
Mycgr3T16302,Mycgr3G16302
Mycgr3T16306,Mycgr3G16306
Mycgr3T16314,Mycgr3G16314
Mycgr3T16357,Mycgr3G16357
Mycgr3T16430,Mycgr3G16430
Mycgr3T16557,Mycgr3G16557
Mycgr3T16590,Mycgr3G16590
Mycgr3T16614,Mycgr3G16614
Mycgr3T16628,Mycgr3G16628
Mycgr3T16721,Mycgr3G16721
Mycgr3T16732,Mycgr3G16732
Mycgr3T16788,Mycgr3G16788
Mycgr3T16863,Mycgr3G16863
Mycgr3T16902,Mycgr3G16902
Mycgr3T16972,Mycgr3G16972
Mycgr3T16974,Mycgr3G16974
Mycgr3T17006,Mycgr3G17006
Mycgr3T17058,Mycgr3G17058
Mycgr3T17135,Mycgr3G17135
Mycgr3T17138,Mycgr3G17138
Mycgr3T17146,Mycgr3G17146
Mycgr3T17184,Mycgr3G17184
Mycgr3T17219,Mycgr3G17219
Mycgr3T17273,Mycgr3G17273
Mycgr3T17293,Mycgr3G17293
Mycgr3T17296,Mycgr3G17296
Mycgr3T17298,Mycgr3G17298
Mycgr3T17373,Mycgr3G17373
Mycgr3T17404,Mycgr3G17404
Mycgr3T17411,Mycgr3G17411
Mycgr3T17412,Mycgr3G17412
Mycgr3T17425,Mycgr3G17425
Mycgr3T17443,Mycgr3G17443
Mycgr3T17456,Mycgr3G17456
Mycgr3T17463,Mycgr3G17463
Mycgr3T17474,Mycgr3G17474
Mycgr3T17477,Mycgr3G17477
Mycgr3T17480,Mycgr3G17480
Mycgr3T17511,Mycgr3G17511
Mycgr3T17536,Mycgr3G17536
Mycgr3T17581,Mycgr3G17581
Mycgr3T17609,Mycgr3G17609
Mycgr3T17624,Mycgr3G17624
Mycgr3T17645,Mycgr3G17645
Mycgr3T17705,Mycgr3G17705
Mycgr3T17722,Mycgr3G17722
Mycgr3T17735,Mycgr3G17735
Mycgr3T17773,Mycgr3G17773
Mycgr3T17787,Mycgr3G17787
Mycgr3T17823,Mycgr3G17823
Mycgr3T17842,Mycgr3G17842
Mycgr3T17853,Mycgr3G17853
Mycgr3T17862,Mycgr3G17862
Mycgr3T17876,Mycgr3G17876
Mycgr3T17882,Mycgr3G17882
Mycgr3T17911,Mycgr3G17911
Mycgr3T17966,Mycgr3G17966
Mycgr3T18024,Mycgr3G18024
Mycgr3T18034,Mycgr3G18034
Mycgr3T18037,Mycgr3G18037
Mycgr3T18057,Mycgr3G18057
Mycgr3T18164,Mycgr3G18164
Mycgr3T18172,Mycgr3G18172
Mycgr3T18212,Mycgr3G18212
Mycgr3T18217,Mycgr3G18217
Mycgr3T18237,Mycgr3G18237
Mycgr3T18277,Mycgr3G18277
Mycgr3T18313,Mycgr3G18313
Mycgr3T18344,Mycgr3G18344
Mycgr3T18390,Mycgr3G18390
Mycgr3T18396,Mycgr3G18396
Mycgr3T18432,Mycgr3G18432
Mycgr3T18438,Mycgr3G18438
Mycgr3T18448,Mycgr3G18448
Mycgr3T18493,Mycgr3G18493
Mycgr3T18496,Mycgr3G18496
Mycgr3T18515,Mycgr3G18515
Mycgr3T18562,Mycgr3G18562
Mycgr3T18598,Mycgr3G18598
Mycgr3T18625,Mycgr3G18625
Mycgr3T18631,Mycgr3G18631
Mycgr3T18718,Mycgr3G18718
Mycgr3T18721,Mycgr3G18721
Mycgr3T18762,Mycgr3G18762
Mycgr3T18768,Mycgr3G18768
Mycgr3T18775,Mycgr3G18775
Mycgr3T18783,Mycgr3G18783
Mycgr3T18787,Mycgr3G18787
Mycgr3T18811,Mycgr3G18811
Mycgr3T18814,Mycgr3G18814
Mycgr3T18835,Mycgr3G18835
Mycgr3T18838,Mycgr3G18838
Mycgr3T18839,Mycgr3G18839
Mycgr3T18862,Mycgr3G18862
Mycgr3T18895,Mycgr3G18895
Mycgr3T18903,Mycgr3G18903
Mycgr3T18918,Mycgr3G18918
Mycgr3T18931,Mycgr3G18931
Mycgr3T18943,Mycgr3G18943
Mycgr3T18969,Mycgr3G18969
Mycgr3T19026,Mycgr3G19026
Mycgr3T19099,Mycgr3G19099
Mycgr3T19110,Mycgr3G19110
Mycgr3T19155,Mycgr3G19155
Mycgr3T19171,Mycgr3G19171
Mycgr3T19203,Mycgr3G19203
Mycgr3T19271,Mycgr3G19271
Mycgr3T19274,Mycgr3G19274
Mycgr3T19276,Mycgr3G19276
Mycgr3T19289,Mycgr3G19289
Mycgr3T19317,Mycgr3G19317
Mycgr3T19346,Mycgr3G19346
Mycgr3T19375,Mycgr3G19375
Mycgr3T19391,Mycgr3G19391
Mycgr3T19397,Mycgr3G19397
Mycgr3T19433,Mycgr3G19433
Mycgr3T19542,Mycgr3G19542
Mycgr3T19550,Mycgr3G19550
Mycgr3T19553,Mycgr3G19553
Mycgr3T19556,Mycgr3G19556
Mycgr3T19562,Mycgr3G19562
Mycgr3T19563,Mycgr3G19563
Mycgr3T19569,Mycgr3G19569
Mycgr3T19570,Mycgr3G19570
Mycgr3T19573,Mycgr3G19573
Mycgr3T19593,Mycgr3G19593
Mycgr3T19618,Mycgr3G19618
Mycgr3T19626,Mycgr3G19626
Mycgr3T19628,Mycgr3G19628
Mycgr3T19642,Mycgr3G19642
Mycgr3T19644,Mycgr3G19644
Mycgr3T19663,Mycgr3G19663
Mycgr3T19700,Mycgr3G19700
Mycgr3T19703,Mycgr3G19703
Mycgr3T19719,Mycgr3G19719
Mycgr3T19757,Mycgr3G19757
Mycgr3T19773,Mycgr3G19773
Mycgr3T19839,Mycgr3G19839
Mycgr3T19934,Mycgr3G19934
Mycgr3T19958,Mycgr3G19958
Mycgr3T20004,Mycgr3G20004
Mycgr3T20064,Mycgr3G20064
Mycgr3T20072,Mycgr3G20072
Mycgr3T20207,Mycgr3G20207
Mycgr3T20234,Mycgr3G20234
Mycgr3T20279,Mycgr3G20279
Mycgr3T20337,Mycgr3G20337
Mycgr3T20359,Mycgr3G20359
Mycgr3T20435,Mycgr3G20435
Mycgr3T20459,Mycgr3G20459
Mycgr3T20472,Mycgr3G20472
Mycgr3T20494,Mycgr3G20494
Mycgr3T20505,Mycgr3G20505
Mycgr3T20530,Mycgr3G20530
Mycgr3T20574,Mycgr3G20574
Mycgr3T20590,Mycgr3G20590
Mycgr3T20640,Mycgr3G20640
Mycgr3T20652,Mycgr3G20652
Mycgr3T20658,Mycgr3G20658
Mycgr3T20673,Mycgr3G20673
Mycgr3T20674,Mycgr3G20674
Mycgr3T20676,Mycgr3G20676
Mycgr3T20718,Mycgr3G20718
Mycgr3T20760,Mycgr3G20760
Mycgr3T20761,Mycgr3G20761
Mycgr3T20852,Mycgr3G20852
Mycgr3T20893,Mycgr3G20893
Mycgr3T20995,Mycgr3G20995
Mycgr3T21049,Mycgr3G21049
Mycgr3T21087,Mycgr3G21087
Mycgr3T21114,Mycgr3G21114
Mycgr3T21181,Mycgr3G21181
Mycgr3T21185,Mycgr3G21185
Mycgr3T21187,Mycgr3G21187
Mycgr3T21193,Mycgr3G21193
Mycgr3T21205,Mycgr3G21205
Mycgr3T21233,Mycgr3G21233
Mycgr3T21242,Mycgr3G21242
Mycgr3T21368,Mycgr3G21368
Mycgr3T21413,Mycgr3G21413
Mycgr3T21444,Mycgr3G21444
Mycgr3T21552,Mycgr3G21552
Mycgr3T21591,Mycgr3G21591
Mycgr3T21681,Mycgr3G21681
Mycgr3T21688,Mycgr3G21688
Mycgr3T21745,Mycgr3G21745
Mycgr3T21814,Mycgr3G21814
Mycgr3T21898,Mycgr3G21898
Mycgr3T21909,Mycgr3G21909
Mycgr3T21922,Mycgr3G21922
Mycgr3T22003,Mycgr3G22003
Mycgr3T22011,Mycgr3G22011
Mycgr3T22021,Mycgr3G22021
Mycgr3T22047,Mycgr3G22047
Mycgr3T22102,Mycgr3G22102
Mycgr3T22156,Mycgr3G22156
Mycgr3T22161,Mycgr3G22161
Mycgr3T22166,Mycgr3G22166
Mycgr3T22198,Mycgr3G22198
Mycgr3T22206,Mycgr3G22206
Mycgr3T22320,Mycgr3G22320
Mycgr3T22332,Mycgr3G22332
Mycgr3T22336,Mycgr3G22336
Mycgr3T22352,Mycgr3G22352
Mycgr3T22400,Mycgr3G22400
Mycgr3T22464,Mycgr3G22464
Mycgr3T22487,Mycgr3G22487
Mycgr3T22505,Mycgr3G22505
Mycgr3T22524,Mycgr3G22524
Mycgr3T22571,Mycgr3G22571
Mycgr3T22578,Mycgr3G22578
Mycgr3T22584,Mycgr3G22584
Mycgr3T22604,Mycgr3G22604
Mycgr3T22858,Mycgr3G22858
Mycgr3T22912,Mycgr3G22912
Mycgr3T22915,Mycgr3G22915
Mycgr3T22969,Mycgr3G22969
Mycgr3T22971,Mycgr3G22971
Mycgr3T22994,Mycgr3G22994
Mycgr3T22995,Mycgr3G22995
Mycgr3T23060,Mycgr3G23060
Mycgr3T23069,Mycgr3G23069
Mycgr3T23163,Mycgr3G23163
Mycgr3T23189,Mycgr3G23189
Mycgr3T23191,Mycgr3G23191
Mycgr3T23199,Mycgr3G23199
Mycgr3T23202,Mycgr3G23202
Mycgr3T23211,Mycgr3G23211
Mycgr3T23234,Mycgr3G23234
Mycgr3T23237,Mycgr3G23237
Mycgr3T23271,Mycgr3G23271
Mycgr3T23284,Mycgr3G23284
Mycgr3T23379,Mycgr3G23379
Mycgr3T23406,Mycgr3G23406
Mycgr3T23428,Mycgr3G23428
Mycgr3T23438,Mycgr3G23438
Mycgr3T23624,Mycgr3G23624
Mycgr3T23658,Mycgr3G23658
Mycgr3T23705,Mycgr3G23705
Mycgr3T23748,Mycgr3G23748
Mycgr3T23761,Mycgr3G23761
Mycgr3T23780,Mycgr3G23780
Mycgr3T23786,Mycgr3G23786
Mycgr3T23932,Mycgr3G23932
Mycgr3T23946,Mycgr3G23946
Mycgr3T24066,Mycgr3G24066
Mycgr3T24171,Mycgr3G24171
Mycgr3T24183,Mycgr3G24183
Mycgr3T24216,Mycgr3G24216
Mycgr3T24229,Mycgr3G24229
Mycgr3T24237,Mycgr3G24237
Mycgr3T24319,Mycgr3G24319
Mycgr3T24349,Mycgr3G24349
Mycgr3T24351,Mycgr3G24351
Mycgr3T24430,Mycgr3G24430
Mycgr3T24513,Mycgr3G24513
Mycgr3T24521,Mycgr3G24521
Mycgr3T24531,Mycgr3G24531
Mycgr3T24547,Mycgr3G24547
Mycgr3T24549,Mycgr3G24549
Mycgr3T24553,Mycgr3G24553
Mycgr3T24569,Mycgr3G24569
Mycgr3T24570,Mycgr3G24570
Mycgr3T24577,Mycgr3G24577
Mycgr3T24587,Mycgr3G24587
Mycgr3T24612,Mycgr3G24612
Mycgr3T24616,Mycgr3G24616
Mycgr3T24623,Mycgr3G24623
Mycgr3T24629,Mycgr3G24629
Mycgr3T24632,Mycgr3G24632
Mycgr3T24656,Mycgr3G24656
Mycgr3T24719,Mycgr3G24719
Mycgr3T24728,Mycgr3G24728
Mycgr3T24762,Mycgr3G24762
Mycgr3T24965,Mycgr3G24965
Mycgr3T25045,Mycgr3G25045
Mycgr3T25073,Mycgr3G25073
Mycgr3T25082,Mycgr3G25082
Mycgr3T25102,Mycgr3G25102
Mycgr3T25106,Mycgr3G25106
Mycgr3T25111,Mycgr3G25111
Mycgr3T25122,Mycgr3G25122
Mycgr3T25126,Mycgr3G25126
Mycgr3T25206,Mycgr3G25206
Mycgr3T25234,Mycgr3G25234
Mycgr3T25276,Mycgr3G25276
Mycgr3T25320,Mycgr3G25320
Mycgr3T25437,Mycgr3G25437
Mycgr3T25547,Mycgr3G25547
Mycgr3T25601,Mycgr3G25601
Mycgr3T25609,Mycgr3G25609
Mycgr3T25632,Mycgr3G25632
Mycgr3T25642,Mycgr3G25642
Mycgr3T25667,Mycgr3G25667
Mycgr3T25671,Mycgr3G25671
Mycgr3T25695,Mycgr3G25695
Mycgr3T25746,Mycgr3G25746
Mycgr3T25795,Mycgr3G25795
Mycgr3T25801,Mycgr3G25801
Mycgr3T25825,Mycgr3G25825
Mycgr3T25852,Mycgr3G25852
Mycgr3T25855,Mycgr3G25855
Mycgr3T25899,Mycgr3G25899
Mycgr3T25900,Mycgr3G25900
Mycgr3T25958,Mycgr3G25958
Mycgr3T26025,Mycgr3G26025
Mycgr3T26053,Mycgr3G26053
Mycgr3T26083,Mycgr3G26083
Mycgr3T26090,Mycgr3G26090
Mycgr3T26108,Mycgr3G26108
Mycgr3T26160,Mycgr3G26160
Mycgr3T26212,Mycgr3G26212
Mycgr3T26233,Mycgr3G26233
Mycgr3T26256,Mycgr3G26256
Mycgr3T26268,Mycgr3G26268
Mycgr3T26273,Mycgr3G26273
Mycgr3T26349,Mycgr3G26349
Mycgr3T26410,Mycgr3G26410
Mycgr3T26445,Mycgr3G26445
Mycgr3T26456,Mycgr3G26456
Mycgr3T26468,Mycgr3G26468
Mycgr3T26564,Mycgr3G26564
Mycgr3T26689,Mycgr3G26689
Mycgr3T26779,Mycgr3G26779
Mycgr3T26792,Mycgr3G26792
Mycgr3T26811,Mycgr3G26811
Mycgr3T26862,Mycgr3G26862
Mycgr3T26867,Mycgr3G26867
Mycgr3T26886,Mycgr3G26886
Mycgr3T26892,Mycgr3G26892
Mycgr3T26915,Mycgr3G26915
Mycgr3T26999,Mycgr3G26999
Mycgr3T27012,Mycgr3G27012
Mycgr3T27084,Mycgr3G27084
Mycgr3T27116,Mycgr3G27116
Mycgr3T27122,Mycgr3G27122
Mycgr3T27159,Mycgr3G27159
Mycgr3T27161,Mycgr3G27161
Mycgr3T27172,Mycgr3G27172
Mycgr3T27196,Mycgr3G27196
Mycgr3T27205,Mycgr3G27205
Mycgr3T27248,Mycgr3G27248
Mycgr3T27250,Mycgr3G27250
Mycgr3T27259,Mycgr3G27259
Mycgr3T27270,Mycgr3G27270
Mycgr3T27306,Mycgr3G27306
Mycgr3T27323,Mycgr3G27323
Mycgr3T27344,Mycgr3G27344
Mycgr3T27346,Mycgr3G27346
Mycgr3T27353,Mycgr3G27353
Mycgr3T27363,Mycgr3G27363
Mycgr3T27364,Mycgr3G27364
Mycgr3T27367,Mycgr3G27367
Mycgr3T27394,Mycgr3G27394
Mycgr3T27396,Mycgr3G27396
Mycgr3T27411,Mycgr3G27411
Mycgr3T27413,Mycgr3G27413
Mycgr3T27416,Mycgr3G27416
Mycgr3T27417,Mycgr3G27417
Mycgr3T27443,Mycgr3G27443
Mycgr3T27447,Mycgr3G27447
Mycgr3T27456,Mycgr3G27456
Mycgr3T27464,Mycgr3G27464
Mycgr3T27487,Mycgr3G27487
Mycgr3T27490,Mycgr3G27490
Mycgr3T27514,Mycgr3G27514
Mycgr3T27543,Mycgr3G27543
Mycgr3T27565,Mycgr3G27565
Mycgr3T27566,Mycgr3G27566
Mycgr3T27578,Mycgr3G27578
Mycgr3T27613,Mycgr3G27613
Mycgr3T27623,Mycgr3G27623
Mycgr3T27682,Mycgr3G27682
Mycgr3T27686,Mycgr3G27686
Mycgr3T27731,Mycgr3G27731
Mycgr3T27778,Mycgr3G27778
Mycgr3T27785,Mycgr3G27785
Mycgr3T27796,Mycgr3G27796
Mycgr3T27804,Mycgr3G27804
Mycgr3T27839,Mycgr3G27839
Mycgr3T27852,Mycgr3G27852
Mycgr3T27860,Mycgr3G27860
Mycgr3T27948,Mycgr3G27948
Mycgr3T27949,Mycgr3G27949
Mycgr3T27969,Mycgr3G27969
Mycgr3T28008,Mycgr3G28008
Mycgr3T28039,Mycgr3G28039
Mycgr3T28056,Mycgr3G28056
Mycgr3T28114,Mycgr3G28114
Mycgr3T28143,Mycgr3G28143
Mycgr3T28145,Mycgr3G28145
Mycgr3T28152,Mycgr3G28152
Mycgr3T28154,Mycgr3G28154
Mycgr3T28180,Mycgr3G28180
Mycgr3T28186,Mycgr3G28186
Mycgr3T28225,Mycgr3G28225
Mycgr3T28226,Mycgr3G28226
Mycgr3T28234,Mycgr3G28234
Mycgr3T28261,Mycgr3G28261
Mycgr3T28269,Mycgr3G28269
Mycgr3T28304,Mycgr3G28304
Mycgr3T28401,Mycgr3G28401
Mycgr3T28410,Mycgr3G28410
Mycgr3T28446,Mycgr3G28446
Mycgr3T28473,Mycgr3G28473
Mycgr3T28485,Mycgr3G28485
Mycgr3T28493,Mycgr3G28493
Mycgr3T28495,Mycgr3G28495
Mycgr3T28506,Mycgr3G28506
Mycgr3T28514,Mycgr3G28514
Mycgr3T28518,Mycgr3G28518
Mycgr3T28532,Mycgr3G28532
Mycgr3T28547,Mycgr3G28547
Mycgr3T28554,Mycgr3G28554
Mycgr3T28568,Mycgr3G28568
Mycgr3T28576,Mycgr3G28576
Mycgr3T28586,Mycgr3G28586
Mycgr3T28587,Mycgr3G28587
Mycgr3T28593,Mycgr3G28593
Mycgr3T28602,Mycgr3G28602
Mycgr3T28606,Mycgr3G28606
Mycgr3T28618,Mycgr3G28618
Mycgr3T28649,Mycgr3G28649
Mycgr3T28664,Mycgr3G28664
Mycgr3T28674,Mycgr3G28674
Mycgr3T28682,Mycgr3G28682
Mycgr3T28684,Mycgr3G28684
Mycgr3T28705,Mycgr3G28705
Mycgr3T28715,Mycgr3G28715
Mycgr3T28721,Mycgr3G28721
Mycgr3T28735,Mycgr3G28735
Mycgr3T28780,Mycgr3G28780
Mycgr3T28783,Mycgr3G28783
Mycgr3T28794,Mycgr3G28794
Mycgr3T28809,Mycgr3G28809
Mycgr3T28830,Mycgr3G28830
Mycgr3T28846,Mycgr3G28846
Mycgr3T28858,Mycgr3G28858
Mycgr3T28863,Mycgr3G28863
Mycgr3T28873,Mycgr3G28873
Mycgr3T28882,Mycgr3G28882
Mycgr3T28893,Mycgr3G28893
Mycgr3T28900,Mycgr3G28900
Mycgr3T28904,Mycgr3G28904
Mycgr3T28928,Mycgr3G28928
Mycgr3T28946,Mycgr3G28946
Mycgr3T28947,Mycgr3G28947
Mycgr3T28957,Mycgr3G28957
Mycgr3T28978,Mycgr3G28978
Mycgr3T28986,Mycgr3G28986
Mycgr3T29006,Mycgr3G29006
Mycgr3T29011,Mycgr3G29011
Mycgr3T29054,Mycgr3G29054
Mycgr3T29060,Mycgr3G29060
Mycgr3T29061,Mycgr3G29061
Mycgr3T29067,Mycgr3G29067
Mycgr3T29087,Mycgr3G29087
Mycgr3T29100,Mycgr3G29100
Mycgr3T29184,Mycgr3G29184
Mycgr3T29192,Mycgr3G29192
Mycgr3T29197,Mycgr3G29197
Mycgr3T29210,Mycgr3G29210
Mycgr3T29212,Mycgr3G29212
Mycgr3T29221,Mycgr3G29221
Mycgr3T29227,Mycgr3G29227
Mycgr3T29230,Mycgr3G29230
Mycgr3T29244,Mycgr3G29244
Mycgr3T29251,Mycgr3G29251
Mycgr3T29261,Mycgr3G29261
Mycgr3T29267,Mycgr3G29267
Mycgr3T29270,Mycgr3G29270
Mycgr3T29277,Mycgr3G29277
Mycgr3T29302,Mycgr3G29302
Mycgr3T29317,Mycgr3G29317
Mycgr3T29435,Mycgr3G29435
Mycgr3T29441,Mycgr3G29441
Mycgr3T29456,Mycgr3G29456
Mycgr3T29470,Mycgr3G29470
Mycgr3T29486,Mycgr3G29486
Mycgr3T29504,Mycgr3G29504
Mycgr3T29505,Mycgr3G29505
Mycgr3T29515,Mycgr3G29515
Mycgr3T29521,Mycgr3G29521
Mycgr3T29522,Mycgr3G29522
Mycgr3T29525,Mycgr3G29525
Mycgr3T29529,Mycgr3G29529
Mycgr3T29540,Mycgr3G29540
Mycgr3T29543,Mycgr3G29543
Mycgr3T29565,Mycgr3G29565
Mycgr3T29567,Mycgr3G29567
Mycgr3T29582,Mycgr3G29582
Mycgr3T29607,Mycgr3G29607
Mycgr3T29612,Mycgr3G29612
Mycgr3T29629,Mycgr3G29629
Mycgr3T29663,Mycgr3G29663
Mycgr3T29667,Mycgr3G29667
Mycgr3T29670,Mycgr3G29670
Mycgr3T29712,Mycgr3G29712
Mycgr3T29733,Mycgr3G29733
Mycgr3T29736,Mycgr3G29736
Mycgr3T29785,Mycgr3G29785
Mycgr3T29802,Mycgr3G29802
Mycgr3T29807,Mycgr3G29807
Mycgr3T29831,Mycgr3G29831
Mycgr3T29864,Mycgr3G29864
Mycgr3T29871,Mycgr3G29871
Mycgr3T29873,Mycgr3G29873
Mycgr3T29881,Mycgr3G29881
Mycgr3T29926,Mycgr3G29926
Mycgr3T30000,Mycgr3G30000
Mycgr3T30018,Mycgr3G30018
Mycgr3T30068,Mycgr3G30068
Mycgr3T30084,Mycgr3G30084
Mycgr3T30085,Mycgr3G30085
Mycgr3T30105,Mycgr3G30105
Mycgr3T30112,Mycgr3G30112
Mycgr3T30118,Mycgr3G30118
Mycgr3T30121,Mycgr3G30121
Mycgr3T30146,Mycgr3G30146
Mycgr3T30155,Mycgr3G30155
Mycgr3T30158,Mycgr3G30158
Mycgr3T30166,Mycgr3G30166
Mycgr3T30173,Mycgr3G30173
Mycgr3T30178,Mycgr3G30178
Mycgr3T30209,Mycgr3G30209
Mycgr3T30229,Mycgr3G30229
Mycgr3T30246,Mycgr3G30246
Mycgr3T30315,Mycgr3G30315
Mycgr3T30339,Mycgr3G30339
Mycgr3T30347,Mycgr3G30347
Mycgr3T30397,Mycgr3G30397
Mycgr3T30411,Mycgr3G30411
Mycgr3T30458,Mycgr3G30458
Mycgr3T30460,Mycgr3G30460
Mycgr3T30461,Mycgr3G30461
Mycgr3T30482,Mycgr3G30482
Mycgr3T30507,Mycgr3G30507
Mycgr3T30556,Mycgr3G30556
Mycgr3T30576,Mycgr3G30576
Mycgr3T30583,Mycgr3G30583
Mycgr3T30604,Mycgr3G30604
Mycgr3T30632,Mycgr3G30632
Mycgr3T30635,Mycgr3G30635
Mycgr3T30651,Mycgr3G30651
Mycgr3T30682,Mycgr3G30682
Mycgr3T30692,Mycgr3G30692
Mycgr3T30706,Mycgr3G30706
Mycgr3T30708,Mycgr3G30708
Mycgr3T30712,Mycgr3G30712
Mycgr3T30771,Mycgr3G30771
Mycgr3T30776,Mycgr3G30776
Mycgr3T30783,Mycgr3G30783
