go_id,go_name,go_namespace
GO:0015986,proton motive force-driven ATP synthesis,biological_process
GO:0015990,electron transport coupled proton transport,biological_process
GO:0016011,dystroglycan complex,cellular_component
GO:0016018,cyclosporin A binding,molecular_function
GO:0016020,membrane,cellular_component
GO:0016024,CDP-diacylglycerol biosynthetic process,biological_process
GO:0016031,tRNA import into mitochondrion,biological_process
GO:0016035,zeta DNA polymerase complex,cellular_component
GO:0016040,glutamate synthase (NADH) activity,molecular_function
GO:0016042,lipid catabolic process,biological_process
GO:0016043,cellular component organization,biological_process
GO:0016050,vesicle organization,biological_process
GO:0016052,carbohydrate catabolic process,biological_process
GO:0016070,RNA metabolic process,biological_process
GO:0016071,mRNA metabolic process,biological_process
GO:0016072,rRNA metabolic process,biological_process
GO:0016073,snRNA metabolic process,biological_process
GO:0016075,rRNA catabolic process,biological_process
GO:0016094,polyprenol biosynthetic process,biological_process
GO:0016104,triterpenoid biosynthetic process,biological_process
GO:0016117,carotenoid biosynthetic process,biological_process
GO:0016125,sterol metabolic process,biological_process
GO:0016126,sterol biosynthetic process,biological_process
GO:0016129,phytosteroid biosynthetic process,biological_process
GO:0016150,"translation release factor activity, codon nonspecific",molecular_function
GO:0016151,nickel cation binding,molecular_function
GO:0016156,fumarate reductase (NADH) activity,molecular_function
GO:0016166,phytoene dehydrogenase activity,molecular_function
GO:0016175,superoxide-generating NAD(P)H oxidase activity,molecular_function
GO:0016192,vesicle-mediated transport,biological_process
GO:0016197,endosomal transport,biological_process
GO:0016208,AMP binding,molecular_function
GO:0016209,antioxidant activity,molecular_function
GO:0016212,kynurenine-oxoglutarate transaminase activity,molecular_function
GO:0016226,iron-sulfur cluster assembly,biological_process
GO:0016235,aggresome,cellular_component
GO:0016236,macroautophagy,biological_process
GO:0016237,microautophagy,biological_process
GO:0016239,positive regulation of macroautophagy,biological_process
GO:0016242,negative regulation of macroautophagy,biological_process
GO:0016251,RNA polymerase II general transcription initiation factor activity,molecular_function
GO:0016255,attachment of GPI anchor to protein,biological_process
GO:0016272,prefoldin complex,cellular_component
GO:0016274,protein-arginine N-methyltransferase activity,molecular_function
GO:0016279,protein-lysine N-methyltransferase activity,molecular_function
GO:0016281,eukaryotic translation initiation factor 4F complex,cellular_component
GO:0016282,eukaryotic 43S preinitiation complex,cellular_component
GO:0016287,glycerone-phosphate O-acyltransferase activity,molecular_function
GO:0016298,lipase activity,molecular_function
GO:0016301,kinase activity,molecular_function
GO:0016303,1-phosphatidylinositol-3-kinase activity,molecular_function
GO:0016308,1-phosphatidylinositol-4-phosphate 5-kinase activity,molecular_function
GO:0016310,phosphorylation,biological_process
GO:0016311,dephosphorylation,biological_process
GO:0016320,endoplasmic reticulum membrane fusion,biological_process
GO:0016363,nuclear matrix,cellular_component
GO:0016405,CoA-ligase activity,molecular_function
GO:0016407,acetyltransferase activity,molecular_function
GO:0016409,palmitoyltransferase activity,molecular_function
GO:0016410,N-acyltransferase activity,molecular_function
GO:0016423,tRNA (guanine) methyltransferase activity,molecular_function
GO:0016428,tRNA (cytidine-5-)-methyltransferase activity,molecular_function
GO:0016433,rRNA (adenine) methyltransferase activity,molecular_function
GO:0016435,rRNA (guanine) methyltransferase activity,molecular_function
GO:0016442,RISC complex,cellular_component
GO:0016459,myosin complex,cellular_component
GO:0016460,myosin II complex,cellular_component
GO:0016462,pyrophosphatase activity,molecular_function
GO:0016471,vacuolar proton-transporting V-type ATPase complex,cellular_component
GO:0016480,negative regulation of transcription by RNA polymerase III,biological_process
GO:0016482,cytosolic transport,biological_process
GO:0016485,protein processing,biological_process
GO:0016491,oxidoreductase activity,molecular_function
GO:0016504,peptidase activator activity,molecular_function
GO:0016514,SWI/SNF complex,cellular_component
GO:0016531,copper chaperone activity,molecular_function
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,molecular_function
GO:0016540,protein autoprocessing,biological_process
GO:0016556,mRNA modification,biological_process
GO:0016558,protein import into peroxisome matrix,biological_process
GO:0016559,peroxisome fission,biological_process
GO:0016560,"protein import into peroxisome matrix, docking",biological_process
GO:0016562,"protein import into peroxisome matrix, receptor recycling",biological_process
GO:0016567,protein ubiquitination,biological_process
GO:0016579,protein deubiquitination,biological_process
GO:0016586,RSC-type complex,cellular_component
GO:0016591,"RNA polymerase II, holoenzyme",cellular_component
GO:0016592,mediator complex,cellular_component
GO:0016593,Cdc73/Paf1 complex,cellular_component
GO:0016594,glycine binding,molecular_function
GO:0016597,amino acid binding,molecular_function
GO:0016598,protein arginylation,biological_process
GO:0016602,CCAAT-binding factor complex,cellular_component
GO:0016603,glutaminyl-peptide cyclotransferase activity,molecular_function
GO:0016604,nuclear body,cellular_component
GO:0016607,nuclear speck,cellular_component
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function
GO:0016615,malate dehydrogenase activity,molecular_function
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",molecular_function
GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",molecular_function
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",molecular_function
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",molecular_function
GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors",molecular_function
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",molecular_function
GO:0016641,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",molecular_function
GO:0016651,"oxidoreductase activity, acting on NAD(P)H",molecular_function
GO:0016652,"oxidoreductase activity, acting on NAD(P)H as acceptor",molecular_function
GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor",molecular_function
GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",molecular_function
GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor",molecular_function
GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",molecular_function
GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",molecular_function
GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",molecular_function
GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",molecular_function
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",molecular_function
GO:0016706,2-oxoglutarate-dependent dioxygenase activity,molecular_function
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function
GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",molecular_function
GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",molecular_function
GO:0016740,transferase activity,molecular_function
GO:0016741,"transferase activity, transferring one-carbon groups",molecular_function
GO:0016743,carboxyl- or carbamoyltransferase activity,molecular_function
GO:0016746,acyltransferase activity,molecular_function
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",molecular_function
GO:0016756,glutathione gamma-glutamylcysteinyltransferase activity,molecular_function
GO:0016757,glycosyltransferase activity,molecular_function
GO:0016758,hexosyltransferase activity,molecular_function
GO:0016763,pentosyltransferase activity,molecular_function
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",molecular_function
GO:0016767,obsolete geranylgeranyl-diphosphate geranylgeranyltransferase activity,molecular_function
GO:0016772,"transferase activity, transferring phosphorus-containing groups",molecular_function
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function
GO:0016776,"phosphotransferase activity, phosphate group as acceptor",molecular_function
GO:0016779,nucleotidyltransferase activity,molecular_function
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",molecular_function
GO:0016783,sulfurtransferase activity,molecular_function
GO:0016787,hydrolase activity,molecular_function
GO:0016788,"hydrolase activity, acting on ester bonds",molecular_function
GO:0016790,thiolester hydrolase activity,molecular_function
GO:0016791,phosphatase activity,molecular_function
GO:0016798,"hydrolase activity, acting on glycosyl bonds",molecular_function
GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",molecular_function
GO:0016805,dipeptidase activity,molecular_function
GO:0016807,cysteine-type carboxypeptidase activity,molecular_function
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",molecular_function
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",molecular_function
GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",molecular_function
GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",molecular_function
GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",molecular_function
GO:0016817,"hydrolase activity, acting on acid anhydrides",molecular_function
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",molecular_function
GO:0016829,lyase activity,molecular_function
GO:0016830,carbon-carbon lyase activity,molecular_function
GO:0016831,carboxy-lyase activity,molecular_function
GO:0016832,aldehyde-lyase activity,molecular_function
GO:0016833,oxo-acid-lyase activity,molecular_function
GO:0016836,hydro-lyase activity,molecular_function
GO:0016841,ammonia-lyase activity,molecular_function
GO:0016843,amine-lyase activity,molecular_function
GO:0016846,carbon-sulfur lyase activity,molecular_function
GO:0016853,isomerase activity,molecular_function
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",molecular_function
GO:0016866,intramolecular transferase activity,molecular_function
GO:0016868,intramolecular phosphotransferase activity,molecular_function
GO:0016872,intramolecular lyase activity,molecular_function
GO:0016874,ligase activity,molecular_function
GO:0016879,"ligase activity, forming carbon-nitrogen bonds",molecular_function
GO:0016881,acid-amino acid ligase activity,molecular_function
GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",molecular_function
GO:0016887,ATP hydrolysis activity,molecular_function
GO:0016889,"DNA endonuclease activity, producing 3'-phosphomonoesters",molecular_function
GO:0016891,"RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism",molecular_function
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor",molecular_function
GO:0016906,sterol 3-beta-glucosyltransferase activity,molecular_function
GO:0016925,protein sumoylation,biological_process
GO:0016926,protein desumoylation,biological_process
GO:0016929,deSUMOylase activity,molecular_function
GO:0016937,short-chain fatty acyl-CoA dehydrogenase activity,molecular_function
GO:0016971,flavin-dependent sulfhydryl oxidase activity,molecular_function
GO:0016972,thiol oxidase activity,molecular_function
GO:0016973,poly(A)+ mRNA export from nucleus,biological_process
GO:0016985,"mannan endo-1,4-beta-mannosidase activity",molecular_function
GO:0016987,sigma factor activity,molecular_function
GO:0016992,lipoate synthase activity,molecular_function
GO:0017005,3'-tyrosyl-DNA phosphodiesterase activity,molecular_function
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,molecular_function
GO:0017018,myosin phosphatase activity,molecular_function
GO:0017022,myosin binding,molecular_function
GO:0017025,TBP-class protein binding,molecular_function
GO:0017050,obsolete D-erythro-sphingosine kinase activity,molecular_function
GO:0017053,transcription repressor complex,cellular_component
GO:0017054,negative cofactor 2 complex,cellular_component
GO:0017056,structural constituent of nuclear pore,molecular_function
GO:0017057,6-phosphogluconolactonase activity,molecular_function
GO:0017059,serine palmitoyltransferase complex,cellular_component
GO:0017061,S-methyl-5-thioadenosine phosphorylase activity,molecular_function
GO:0017064,fatty acid amide hydrolase activity,molecular_function
GO:0017069,snRNA binding,molecular_function
GO:0017070,U6 snRNA binding,molecular_function
GO:0017076,purine nucleotide binding,molecular_function
GO:0017087,mitochondrial processing peptidase complex,cellular_component
GO:0017101,aminoacyl-tRNA synthetase multienzyme complex,cellular_component
GO:0017102,methionyl glutamyl tRNA synthetase complex,cellular_component
GO:0017108,5'-flap endonuclease activity,molecular_function
GO:0017109,glutamate-cysteine ligase complex,cellular_component
GO:0017110,nucleoside diphosphate phosphatase activity,molecular_function
GO:0017111,ribonucleoside triphosphate phosphatase activity,molecular_function
GO:0017116,single-stranded DNA helicase activity,molecular_function
GO:0017118,lipoyltransferase activity,molecular_function
GO:0017119,Golgi transport complex,cellular_component
GO:0017121,plasma membrane phospholipid scrambling,biological_process
GO:0017124,SH3 domain binding,molecular_function
GO:0017125,deoxycytidyl transferase activity,molecular_function
GO:0017128,phospholipid scramblase activity,molecular_function
GO:0017136,"histone deacetylase activity, NAD-dependent",molecular_function
GO:0017148,negative regulation of translation,biological_process
GO:0017150,tRNA dihydrouridine synthase activity,molecular_function
GO:0017157,regulation of exocytosis,biological_process
GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity,molecular_function
GO:0017171,serine hydrolase activity,molecular_function
GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity,molecular_function
GO:0017177,glucosidase II complex,cellular_component
GO:0017178,diphthine-ammonia ligase activity,molecular_function
GO:0017183,protein histidyl modification to diphthamide,biological_process
GO:0017196,N-terminal peptidyl-methionine acetylation,biological_process
GO:0018023,peptidyl-lysine trimethylation,biological_process
GO:0018064,protein-L-histidine N-tele-methyltransferase activity,molecular_function
GO:0018160,peptidyl-pyrromethane cofactor linkage,biological_process
GO:0018216,peptidyl-arginine methylation,biological_process
GO:0018279,protein N-linked glycosylation via asparagine,biological_process
GO:0018293,protein-FAD linkage,biological_process
GO:0018342,protein prenylation,biological_process
GO:0018343,protein farnesylation,biological_process
GO:0018344,protein geranylgeranylation,biological_process
GO:0018423,protein C-terminal leucine carboxyl O-methyltransferase activity,molecular_function
GO:0018444,translation release factor complex,cellular_component
GO:0018576,"catechol 1,2-dioxygenase activity",molecular_function
GO:0018580,nitronate monooxygenase activity,molecular_function
GO:0018773,acetylpyruvate hydrolase activity,molecular_function
GO:0018812,3-hydroxyacyl-CoA dehydratase activity,molecular_function
GO:0019001,guanyl nucleotide binding,molecular_function
GO:0019002,GMP binding,molecular_function
GO:0019005,SCF ubiquitin ligase complex,cellular_component
GO:0019104,DNA N-glycosylase activity,molecular_function
GO:0019135,deoxyhypusine monooxygenase activity,molecular_function
GO:0019150,D-ribulokinase activity,molecular_function
GO:0019158,mannokinase activity,molecular_function
GO:0019171,(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity,molecular_function
GO:0019185,snRNA-activating protein complex,cellular_component
GO:0019187,"beta-1,4-mannosyltransferase activity",molecular_function
GO:0019200,carbohydrate kinase activity,molecular_function
GO:0019205,nucleobase-containing compound kinase activity,molecular_function
GO:0019211,phosphatase activator activity,molecular_function
GO:0019216,regulation of lipid metabolic process,biological_process
GO:0019219,regulation of nucleobase-containing compound metabolic process,biological_process
GO:0019222,regulation of metabolic process,biological_process
GO:0019236,response to pheromone,biological_process
GO:0019237,centromeric DNA binding,molecular_function
GO:0019238,cyclohydrolase activity,molecular_function
GO:0019239,deaminase activity,molecular_function
GO:0019240,citrulline biosynthetic process,biological_process
GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione,biological_process
GO:0019264,glycine biosynthetic process from serine,biological_process
GO:0019265,"glycine biosynthetic process, by transamination of glyoxylate",biological_process
GO:0019280,L-methionine biosynthetic process from L-homoserine via O-acetyl-L-homoserine,biological_process
GO:0019284,L-methionine salvage from S-adenosylmethionine,biological_process
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",biological_process
GO:0019290,siderophore biosynthetic process,biological_process
GO:0019303,D-ribose catabolic process,biological_process
GO:0019321,pentose metabolic process,biological_process
GO:0019343,cysteine biosynthetic process via cystathionine,biological_process
GO:0019344,cysteine biosynthetic process,biological_process
GO:0019346,transsulfuration,biological_process
GO:0019363,pyridine nucleotide biosynthetic process,biological_process
GO:0019367,"fatty acid elongation, saturated fatty acid",biological_process
GO:0019369,arachidonate metabolic process,biological_process
GO:0019408,dolichol biosynthetic process,biological_process
GO:0019413,acetate biosynthetic process,biological_process
GO:0019427,acetyl-CoA biosynthetic process from acetate,biological_process
GO:0019430,removal of superoxide radicals,biological_process
GO:0019432,triglyceride biosynthetic process,biological_process
GO:0019433,triglyceride catabolic process,biological_process
GO:0019441,L-tryptophan catabolic process to kynurenine,biological_process
GO:0019450,L-cysteine catabolic process to pyruvate,biological_process
GO:0019464,glycine decarboxylation via glycine cleavage system,biological_process
GO:0019478,D-amino acid catabolic process,biological_process
GO:0019509,L-methionine salvage from methylthioadenosine,biological_process
GO:0019521,D-gluconate metabolic process,biological_process
GO:0019538,protein metabolic process,biological_process
GO:0019541,propionate metabolic process,biological_process
GO:0019544,L-arginine catabolic process to L-glutamate,biological_process
GO:0019551,obsolete glutamate catabolic process to 2-oxoglutarate,biological_process
GO:0019563,glycerol catabolic process,biological_process
GO:0019568,arabinose catabolic process,biological_process
GO:0019588,anaerobic glycerol catabolic process,biological_process
GO:0019592,mannitol catabolic process,biological_process
GO:0019628,urate catabolic process,biological_process
GO:0019629,"propionate catabolic process, 2-methylcitrate cycle",biological_process
GO:0019637,organophosphate metabolic process,biological_process
GO:0019646,aerobic electron transport chain,biological_process
GO:0019673,GDP-mannose metabolic process,biological_process
GO:0019674,NAD+ metabolic process,biological_process
GO:0019676,ammonia assimilation cycle,biological_process
GO:0019677,NAD+ catabolic process,biological_process
GO:0019679,"propionate metabolic process, methylcitrate cycle",biological_process
GO:0019693,ribose phosphate metabolic process,biological_process
GO:0019698,D-galacturonate catabolic process,biological_process
GO:0019702,protein arginine N5-methyltransferase activity,molecular_function
GO:0019706,protein-cysteine S-palmitoyltransferase activity,molecular_function
GO:0019722,calcium-mediated signaling,biological_process
GO:0019748,secondary metabolic process,biological_process
GO:0019752,carboxylic acid metabolic process,biological_process
GO:0019773,"proteasome core complex, alpha-subunit complex",cellular_component
GO:0019774,"proteasome core complex, beta-subunit complex",cellular_component
GO:0019776,Atg8-family ligase activity,molecular_function
GO:0019778,Atg12 activating enzyme activity,molecular_function
GO:0019779,Atg8 activating enzyme activity,molecular_function
GO:0019781,NEDD8 activating enzyme activity,molecular_function
GO:0019783,ubiquitin-like protein peptidase activity,molecular_function
GO:0019784,deNEDDylase activity,molecular_function
GO:0019786,protein-phosphatidylethanolamide deconjugating activity,molecular_function
GO:0019787,ubiquitin-like protein transferase activity,molecular_function
GO:0019788,NEDD8 transferase activity,molecular_function
GO:0019789,SUMO transferase activity,molecular_function
GO:0019805,quinolinate biosynthetic process,biological_process
GO:0019825,oxygen binding,molecular_function
GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,molecular_function
GO:0019843,rRNA binding,molecular_function
GO:0019856,pyrimidine nucleobase biosynthetic process,biological_process
GO:0019867,outer membrane,cellular_component
GO:0019878,lysine biosynthetic process via aminoadipic acid,biological_process
GO:0019887,protein kinase regulator activity,molecular_function
GO:0019888,protein phosphatase regulator activity,molecular_function
GO:0019898,extrinsic component of membrane,cellular_component
GO:0019899,enzyme binding,molecular_function
GO:0019901,protein kinase binding,molecular_function
GO:0019903,protein phosphatase binding,molecular_function
GO:0019904,protein domain specific binding,molecular_function
GO:0019905,syntaxin binding,molecular_function
GO:0019915,lipid storage,biological_process
GO:0019933,cAMP-mediated signaling,biological_process
GO:0019941,modification-dependent protein catabolic process,biological_process
GO:0019948,SUMO activating enzyme activity,molecular_function
GO:0019953,sexual reproduction,biological_process
GO:0019985,translesion synthesis,biological_process
GO:0019988,charged-tRNA amino acid modification,biological_process
GO:0020037,heme binding,molecular_function
GO:0022417,obsolete protein maturation by protein folding,biological_process
GO:0022604,regulation of cell morphogenesis,biological_process
GO:0022613,ribonucleoprotein complex biogenesis,biological_process
GO:0022618,protein-RNA complex assembly,biological_process
GO:0022625,cytosolic large ribosomal subunit,cellular_component
GO:0022626,cytosolic ribosome,cellular_component
GO:0022627,cytosolic small ribosomal subunit,cellular_component
GO:0022841,potassium ion leak channel activity,molecular_function
GO:0022857,transmembrane transporter activity,molecular_function
GO:0022900,electron transport chain,biological_process
GO:0022904,respiratory electron transport chain,biological_process
GO:0030001,metal ion transport,biological_process
GO:0030003,intracellular monoatomic cation homeostasis,biological_process
GO:0030007,intracellular potassium ion homeostasis,biological_process
GO:0030008,TRAPP complex,cellular_component
GO:0030010,establishment of cell polarity,biological_process
GO:0030011,maintenance of cell polarity,biological_process
GO:0030014,CCR4-NOT complex,cellular_component
GO:0030015,CCR4-NOT core complex,cellular_component
GO:0030018,Z disc,cellular_component
GO:0030026,intracellular manganese ion homeostasis,biological_process
GO:0030036,actin cytoskeleton organization,biological_process
GO:0030041,actin filament polymerization,biological_process
GO:0030042,actin filament depolymerization,biological_process
GO:0030060,L-malate dehydrogenase (NAD+) activity,molecular_function
GO:0030091,protein repair,biological_process
GO:0030100,regulation of endocytosis,biological_process
GO:0030117,membrane coat,cellular_component
GO:0030121,AP-1 adaptor complex,cellular_component
GO:0030122,AP-2 adaptor complex,cellular_component
GO:0030123,AP-3 adaptor complex,cellular_component
GO:0030125,clathrin vesicle coat,cellular_component
GO:0030126,COPI vesicle coat,cellular_component
GO:0030127,COPII vesicle coat,cellular_component
GO:0030130,clathrin coat of trans-Golgi network vesicle,cellular_component
GO:0030131,clathrin adaptor complex,cellular_component
GO:0030132,clathrin coat of coated pit,cellular_component
GO:0030133,transport vesicle,cellular_component
GO:0030134,COPII-coated ER to Golgi transport vesicle,cellular_component
GO:0030136,clathrin-coated vesicle,cellular_component
GO:0030139,endocytic vesicle,cellular_component
GO:0030144,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity",molecular_function
GO:0030145,manganese ion binding,molecular_function
GO:0030148,sphingolipid biosynthetic process,biological_process
GO:0030149,sphingolipid catabolic process,biological_process
GO:0030150,protein import into mitochondrial matrix,biological_process
GO:0030154,cell differentiation,biological_process
GO:0030159,signaling receptor complex adaptor activity,molecular_function
GO:0030163,protein catabolic process,biological_process
GO:0030170,pyridoxal phosphate binding,molecular_function
GO:0030174,regulation of DNA-templated DNA replication initiation,biological_process
GO:0030203,glycosaminoglycan metabolic process,biological_process
GO:0030234,enzyme regulator activity,molecular_function
GO:0030245,cellulose catabolic process,biological_process
GO:0030246,carbohydrate binding,molecular_function
GO:0030258,lipid modification,biological_process
GO:0030259,lipid glycosylation,biological_process
GO:0030261,chromosome condensation,biological_process
GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity,molecular_function
GO:0030276,clathrin binding,molecular_function
GO:0030286,dynein complex,cellular_component
GO:0030288,outer membrane-bounded periplasmic space,cellular_component
GO:0030289,protein phosphatase 4 complex,cellular_component
GO:0030295,protein kinase activator activity,molecular_function
GO:0030307,positive regulation of cell growth,biological_process
GO:0030322,stabilization of membrane potential,biological_process
GO:0030327,prenylated protein catabolic process,biological_process
GO:0030328,prenylcysteine catabolic process,biological_process
GO:0030332,cyclin binding,molecular_function
GO:0030337,DNA polymerase processivity factor activity,molecular_function
GO:0030388,"fructose 1,6-bisphosphate metabolic process",biological_process
GO:0030422,siRNA processing,biological_process
GO:0030427,site of polarized growth,cellular_component
GO:0030428,cell septum,cellular_component
GO:0030429,kynureninase activity,molecular_function
GO:0030435,sporulation resulting in formation of a cellular spore,biological_process
GO:0030437,ascospore formation,biological_process
GO:0030447,filamentous growth,biological_process
GO:0030466,silent mating-type cassette heterochromatin formation,biological_process
GO:0030473,nuclear migration along microtubule,biological_process
GO:0030474,spindle pole body duplication,biological_process
GO:0030476,ascospore wall assembly,biological_process
GO:0030479,actin cortical patch,cellular_component
GO:0030488,tRNA methylation,biological_process
GO:0030490,maturation of SSU-rRNA,biological_process
GO:0030491,heteroduplex formation,biological_process
GO:0030497,fatty acid elongation,biological_process
GO:0030515,snoRNA binding,molecular_function
GO:0030527,structural constituent of chromatin,molecular_function
GO:0030532,small nuclear ribonucleoprotein complex,cellular_component
GO:0030544,Hsp70 protein binding,molecular_function
GO:0030546,signaling receptor activator activity,molecular_function
GO:0030552,cAMP binding,molecular_function
GO:0030570,pectate lyase activity,molecular_function
GO:0030599,pectinesterase activity,molecular_function
GO:0030619,U1 snRNA binding,molecular_function
GO:0030620,U2 snRNA binding,molecular_function
GO:0030621,U4 snRNA binding,molecular_function
GO:0030623,U5 snRNA binding,molecular_function
GO:0030627,pre-mRNA 5'-splice site binding,molecular_function
GO:0030628,pre-mRNA 3'-splice site binding,molecular_function
GO:0030643,intracellular phosphate ion homeostasis,biological_process
GO:0030659,cytoplasmic vesicle membrane,cellular_component
GO:0030663,COPI-coated vesicle membrane,cellular_component
GO:0030665,clathrin-coated vesicle membrane,cellular_component
GO:0030674,protein-macromolecule adaptor activity,molecular_function
GO:0030677,ribonuclease P complex,cellular_component
GO:0030681,multimeric ribonuclease P complex,cellular_component
GO:0030684,preribosome,cellular_component
GO:0030686,90S preribosome,cellular_component
GO:0030687,"preribosome, large subunit precursor",cellular_component
GO:0030688,"preribosome, small subunit precursor",cellular_component
GO:0030690,Noc1p-Noc2p complex,cellular_component
GO:0030691,Noc2p-Noc3p complex,cellular_component
GO:0030692,Noc4p-Nop14p complex,cellular_component
GO:0030695,GTPase regulator activity,molecular_function
GO:0030697,"tRNA (uracil(54)-C5)-methyltransferase activity, S-adenosyl methionine-dependent",molecular_function
GO:0030705,cytoskeleton-dependent intracellular transport,biological_process
GO:0030833,regulation of actin filament polymerization,biological_process
GO:0030837,negative regulation of actin filament polymerization,biological_process
GO:0030838,positive regulation of actin filament polymerization,biological_process
GO:0030846,"termination of RNA polymerase II transcription, poly(A)-coupled",biological_process
GO:0030847,"termination of RNA polymerase II transcription, exosome-dependent",biological_process
GO:0030863,cortical cytoskeleton,cellular_component
GO:0030864,cortical actin cytoskeleton,cellular_component
GO:0030866,cortical actin cytoskeleton organization,biological_process
GO:0030870,Mre11 complex,cellular_component
GO:0030875,rDNA protrusion,cellular_component
GO:0030880,RNA polymerase complex,cellular_component
GO:0030892,mitotic cohesin complex,cellular_component
GO:0030896,checkpoint clamp complex,cellular_component
GO:0030897,HOPS complex,cellular_component
GO:0030904,retromer complex,cellular_component
GO:0030905,"retromer, tubulation complex",cellular_component
GO:0030906,"retromer, cargo-selective complex",cellular_component
GO:0030907,MBF transcription complex,cellular_component
GO:0030915,Smc5-Smc6 complex,cellular_component
GO:0030942,endoplasmic reticulum signal peptide binding,molecular_function
GO:0030943,mitochondrion targeting sequence binding,molecular_function
GO:0030950,establishment or maintenance of actin cytoskeleton polarity,biological_process
GO:0030951,establishment or maintenance of microtubule cytoskeleton polarity,biological_process
GO:0030983,mismatched DNA binding,molecular_function
GO:0031012,extracellular matrix,cellular_component
GO:0031047,regulatory ncRNA-mediated gene silencing,biological_process
GO:0031048,regulatory ncRNA-mediated heterochromatin formation,biological_process
GO:0031054,pre-miRNA processing,biological_process
GO:0031072,heat shock protein binding,molecular_function
GO:0031090,organelle membrane,cellular_component
GO:0031097,medial cortex,cellular_component
GO:0031105,septin complex,cellular_component
GO:0031106,septin ring organization,biological_process
GO:0031107,septin ring disassembly,biological_process
GO:0031109,microtubule polymerization or depolymerization,biological_process
GO:0031110,regulation of microtubule polymerization or depolymerization,biological_process
GO:0031118,rRNA pseudouridine synthesis,biological_process
GO:0031119,tRNA pseudouridine synthesis,biological_process
GO:0031120,snRNA pseudouridine synthesis,biological_process
GO:0031122,cytoplasmic microtubule organization,biological_process
GO:0031123,RNA 3'-end processing,biological_process
GO:0031124,mRNA 3'-end processing,biological_process
GO:0031134,sister chromatid biorientation,biological_process
GO:0031138,negative regulation of conjugation with cellular fusion,biological_process
